"category_id";"parent_id";"name";"link_url"
1221;1210;"Щипцы";"http://e96.ru/household_appliances/haircare/schipcy"
1339;847;"Велокомпьютеры";"http://e96.ru/sporting_goods/cycle_racing/velokompyutery"
421;1173;"Экраны для поддонов";"http://e96.ru/sanitary_engineering/shower_enclosures/ehkrany_dlja_poddonov"
1001;175;"Рыбалка";"http://e96.ru/tourism/fishing"
1000;175;"Рюкзаки и сумки";"http://e96.ru/tourism/backpacks_and_bags"
188;1193;"Котлы";"http://e96.ru/climat/boilers/kotly"
434;1144;"Скутеры";"http://e96.ru/avto/mototechnics/skutery"
887;806;"Скакалки";"http://e96.ru/sporting_goods/gym_and_aerobics/skakalki"
1340;1388;"Декоративные обои";"http://e96.ru/finishes/wallpaper/oboi"
61;46;"Встраиваемые стиральные машины";"http://e96.ru/built_in/stiral_nye_mashiny"
1297;1180;"Счетчики воды";"http://e96.ru/sanitary_engineering/water_supply/schetchik_vody"
601;1246;"Сушилки для продуктов";"http://e96.ru/kitchen_appliance/small/sushilki_dlja_produktov"
1549;1109;"Шлейфы для планшетов";"http://e96.ru/computers/tablet_computers/shleyfy_dlya_planshetov"
620;1370;"Настольные часы";"http://e96.ru/household_appliances/watch/nastolnye_chasy"
753;1014;"Щетки для чистки бассейнов";"http://e96.ru/garden_cottage/pools/schetki_dlya_chistki_basseynov"
1220;1210;"Наборы для укладки";"http://e96.ru/household_appliances/haircare/nabory_dlya_ukladki"
1023;997;"Кресла надувные";"http://e96.ru/tourism/inflatable_furniture/kresla_naduvnye"
351;1081;"Ножи для электрорубанков";"http://e96.ru/tools/jigsaw_and_planers/noji_dlya_rubankov"
87;1156;"Микрофоны";"http://e96.ru/audio_video/audio/mikrofony"
1435;1135;"Системы контроля давления в шинах";"http://e96.ru/avto/tires_and_wheels/sistemy_kontrolya_davleniya_v_shinah"
337;1039;"Велосипеды для малышей";"http://e96.ru/kids/children_transport/velosipedy_dlja_malyshejj"
1277;1345;"Стеллажи для гостиной";"http://e96.ru/furniture/living_room/stellaji_dlya_gostinoy"
1563;1088;"Тестовые трубки";"http://e96.ru/tools/measuring_tools/testovye_trubki"
648;1204;"Корзины и коробки";"http://e96.ru/household_appliances/homeware/korziny_i_korobki"
1802;1017;"Жидкости для биотуалета";"http://e96.ru/garden_cottage/plumbing_for_garden/jidkosti_dlya_biotualeta"
1102;1078;"Диски для пил";"http://e96.ru/tools/chain_saws_and_shears/diski_dlya_pil"
1128;1106;"Автомобильные зарядные устройства для телефонов";"http://e96.ru/phones/chargers_and_batteries_for_phones/avtomobilnye_zarjadnye_ustrojjstva"
286;1156;"Усилители и ресиверы";"http://e96.ru/audio_video/audio/usiliteli_resivery"
562;1037;"Ванночки для купания";"http://e96.ru/kids/goods_for_newborns/vannochki_dlja_kupanija"
1173;206;"Душевые кабины и поддоны";"http://e96.ru/sanitary_engineering/shower_enclosures"
1565;1037;"Блокираторы для мебели";"http://e96.ru/kids/goods_for_newborns/blokiratory_dlya_mebeli"
1044;304;"Хобби и настольные игры";"http://e96.ru/kids/hobbies"
1216;1199;"Оверлоки";"http://e96.ru/household_appliances/sewing/overloki"
935;1037;"Детские рюкзаки переноски";"http://e96.ru/kids/goods_for_newborns/detskie_ryukzaki_perenoski"
1081;129;"Электролобзики и рубанки";"http://e96.ru/tools/jigsaw_and_planers"
1088;129;"Измерительный инструмент";"http://e96.ru/tools/measuring_tools"
1108;81;"Ноутбуки и аксессуары";"http://e96.ru/computers/laptops"
12;1156;"Магнитолы";"http://e96.ru/audio_video/audio/magnitoly"
1244;1190;"Внешние блоки кондиционеров";"http://e96.ru/climat/split_systems/vneshnie_bloki_kondicionerov"
920;847;"Велосипедные крылья";"http://e96.ru/sporting_goods/cycle_racing/velosipednye_krylya"
1197;16;"Отпариватели и парогенераторы";"http://e96.ru/household_appliances/steamers"
1262;1248;"Электросамовары";"http://e96.ru/kitchen_appliance/tea_and_coffee/elektrosamovary"
428;1175;"Пеналы для ванн";"http://e96.ru/furniture/bathroom/penaly_dlja_vannojj"
106;1142;"Камеры заднего вида";"http://e96.ru/avto/auto_electronics/kamery_zadnego_vida"
509;1036;"Люльки и колыбели";"http://e96.ru/kids/furniture_and_accessories/lyulki_i_kolybeli"
1398;847;"Купоны на сборку велосипедов";"http://e96.ru/sporting_goods/cycle_racing/kupony_na_sborku_velosipedov"
424;1176;"Крышки-сиденья для унитазов";"http://e96.ru/sanitary_engineering/sanfayans/kryshki_sidenja_dlja_unitazov"
33;1250;"Соковыжималки";"http://e96.ru/kitchen_appliance/juices_and_yogurts/sokovyjimalki"
1351;1346;"Тумбы для кухни";"http://e96.ru/furniture/kitchen/tumby_dlya_kuhni"
341;1138;"Автопылесосы";"http://e96.ru/avto/car_wash/avtopylesosy"
333;1200;"Настольные лампы";"http://e96.ru/household_appliances/lighting/nastolnye_lampy"
917;1211;"Электрические маникюрные наборы";"http://e96.ru/household_appliances/health_and_beauty/elektricheskie_manikyurnye_nabory"
783;778;"Наборы для настольного тенниса";"http://e96.ru/sporting_goods/ping_pong/nabor_dlya_nastolnogo_tennisa"
943;942;"Фоторамки";"http://e96.ru/foto/photo_frames/fotoramki"
1310;1088;"Дальномеры";"http://e96.ru/tools/measuring_tools/dalnomery"
1041;304;"Игрушки";"http://e96.ru/kids/toys"
219;1249;"Кастрюли";"http://e96.ru/kitchen_appliance/crockery/kastryuli"
68;1137;"Автосигнализации";"http://e96.ru/avto/alarm/avtosignalizacii"
1285;1346;"Столы обеденные";"http://e96.ru/furniture/kitchen/stoly_obedennye"
1511;1504;"Лежаки для собак";"http://e96.ru/tovary_dlja_sobak/lezhaki_dlja_sobak"
464;1174;"Трапы";"http://e96.ru/sanitary_engineering/sinks_and_wash/trapy"
902;1086;"Отвертки";"http://e96.ru/tools/hand_tools/otvertki"
576;1203;"Зажигалки";"http://e96.ru/household_appliances/presents/zazhigalki"
1290;1191;"Аксессуары для увлажнителей воздуха";"http://e96.ru/climat/air_purifiers/aksessuary_dlya_uvlajniteley"
96;1116;"Клавиатуры";"http://e96.ru/computers/input_devices/klaviatury"
703;1004;"Наборы для пикника";"http://e96.ru/tourism/picnic_sets_and_furniture_for_camping/nabory_dlja_piknika"
461;1171;"Душевые стойки";"http://e96.ru/sanitary_engineering/faucets/dushevye_stojjki"
330;1035;"Детские кроватки";"http://e96.ru/kids/baby_cribs/detskie_krovatki"
1575;1571;"Журнальные и приставные столы IKEA";"http://e96.ru/ikea/gostinaya_ikea/jurnalnye_pristavnye_stoly_ikea"
1225;1017;"Дачные умывальники";"http://e96.ru/garden_cottage/plumbing_for_garden/dachnye_umyvalniki"
913;847;"Велофонари";"http://e96.ru/sporting_goods/cycle_racing/velofonari"
1269;1136;"Широкополосная акустика";"http://e96.ru/avto/autosound/shirokopolosnaya_akustika"
578;1140;"Подогрев сидений";"http://e96.ru/avto/auto_heat/obogrev_sidenijj"
315;1370;"Наручные часы";"http://e96.ru/household_appliances/watch/naruchnye_chasy"
1311;39;"Автозапчасти";"http://e96.ru/avto/auto_parts"
1307;1088;"Склерометры";"http://e96.ru/tools/measuring_tools/sklerometry"
1052;1009;"Кусторезы";"http://e96.ru/garden_cottage/lawn_care/kustorezi"
414;1171;"Смесители";"http://e96.ru/sanitary_engineering/faucets/smesiteli"
1144;39;"Мототехника";"http://e96.ru/avto/mototechnics"
444;1192;"Терморегуляторы";"http://e96.ru/climat/warm_floor/termoreguljatory"
230;1159;"Телевизионные антенны";"http://e96.ru/audio_video/television/televizionnye_antenny"
520;1179;"Сушилки для рук";"http://e96.ru/sanitary_engineering/bathroom_accessories/sushilki_dlya_ruk"
1255;1252;"Попкорницы";"http://e96.ru/kitchen_appliance/parties/popkornicy"
640;1141;"Клеммы на аккумуляторы";"http://e96.ru/avto/accumulators/klemmy_na_akkumulyatory"
702;1203;"Зонты";"http://e96.ru/household_appliances/presents/zonty"
1047;304;"Сюжетно-ролевые игры";"http://e96.ru/kids/pretend_play"
486;1086;"Шпатели";"http://e96.ru/tools/hand_tools/shpateli"
133;1078;"Электропилы";"http://e96.ru/tools/chain_saws_and_shears/elektropily"
1163;1158;"Подставки для телевизоров";"http://e96.ru/audio_video/tv/podstavki_dlya_tv"
70;NA;"Подарочные сертификаты";"http://e96.ru/podarochnye_sertifikaty"
1263;1248;"Термопоты";"http://e96.ru/kitchen_appliance/tea_and_coffee/termopoty"
1790;1246;"Омлетницы";"http://e96.ru/kitchen_appliance/small/omletnicy"
221;1249;"Крышки";"http://e96.ru/kitchen_appliance/crockery/kryshki"
1535;1203;"Обложки на паспорт";"http://e96.ru/household_appliances/presents/oblojki_na_pasport"
1158;1;"Телевизоры и кронштейны";"http://e96.ru/audio_video/tv"
1157;1;"Видеоплееры";"http://e96.ru/audio_video/video_players"
593;1249;"Тарелки и наборы тарелок";"http://e96.ru/kitchen_appliance/crockery/tarelki"
956;116;"Объективы";"http://e96.ru/foto/photo_optics/fotoobektivy"
787;765;"Наборы для большого тенниса";"http://e96.ru/sporting_goods/tennis/nabory_dlya_bolshogo_tennisa"
1499;1514;"Туалетная вода для мужчин";"http://e96.ru/parfjumerija/tualetnaja_voda_dlja_muzhchin"
824;1014;"Картриджи для фильтр-насосов";"http://e96.ru/garden_cottage/pools/kartridji_dlya_filtr_nasosov"
77;1139;"Автомобильные лампы";"http://e96.ru/avto/autolights/avtolampy"
938;1086;"Малярные кисти";"http://e96.ru/tools/hand_tools/malyarnye_kisti"
1498;1514;"Парфюмерная вода для мужчин";"http://e96.ru/parfjumerija/parfjumernaja_voda_dlja_muzhchin"
1196;16;"Утюги и гладильные системы";"http://e96.ru/household_appliances/ironing"
1668;1660;"Ревизионные люки";"http://e96.ru/climat/ventilation/revizionnye_lyuki"
100;1142;"GPS-навигаторы";"http://e96.ru/avto/auto_electronics/gps_navigatory"
793;683;"Луки, арбалеты, рогатки";"http://e96.ru/sporting_goods/bows_crossbows_slingshots"
997;175;"Надувная мебель";"http://e96.ru/tourism/inflatable_furniture"
638;1041;"Фигурки";"http://e96.ru/kids/toys/figurki"
1279;1347;"Столы офисные";"http://e96.ru/furniture/office/stoly_ofisnye"
592;1249;"Кружки и наборы кружек";"http://e96.ru/kitchen_appliance/crockery/krujki"
62;1193;"Водонагреватели";"http://e96.ru/climat/boilers/vodonagrevateli"
962;110;"Моноподы";"http://e96.ru/foto/tripods/monopody"
1793;1384;"Теплоизоляция";"http://e96.ru/finishes/teploizolyaciya"
1147;1139;"Противотуманные фары";"http://e96.ru/avto/autolights/protivotumannye_fary"
700;1015;"Гамаки";"http://e96.ru/garden_cottage/furniture_for_garden/gamaki"
749;1014;"Ковры для бассейнов";"http://e96.ru/garden_cottage/pools/kovry_dlya_basseynov"
1267;1154;"Джойстики";"http://e96.ru/audio_video/gaming_consoles/djoystiki"
1033;304;"Детские автокресла и коляски";"http://e96.ru/kids/child_car_seats_and_strollers"
928;1344;"Комплекты постельного белья";"http://e96.ru/furniture/bedroom/komplekty_postelnogo_belya"
1438;1108;"3D фильтры для ноутбуков";"http://e96.ru/computers/laptops/3d_filtry_dlya_noutbukov"
215;1112;"Шредеры";"http://e96.ru/computers/office_equipment_and_supplies/shredery"
292;1160;"Сумки для видеокамер";"http://e96.ru/audio_video/cameras/sumki_dlja_videokamer"
534;1037;"Детские влажные салфетки";"http://e96.ru/kids/goods_for_newborns/detskie_vlazhnye_salfetki"
122;1158;"3D-очки";"http://e96.ru/audio_video/tv/3d_ochki"
40;1136;"Коаксиальная автоакустика";"http://e96.ru/avto/autosound/koaksialnaya_avtoakustika"
1702;1591;"Светильники для аквариумов";"http://e96.ru/zootovary/akvariumistika/svetilniki_dlya_akvariumov"
295;1248;"Капсулы для кофемашин";"http://e96.ru/kitchen_appliance/tea_and_coffee/kapsuly_dlya_kofemashin"
1874;1246;"Измельчители";"http://e96.ru/kitchen_appliance/small/izmelchiteli"
28;1245;"Газовые плиты";"http://e96.ru/kitchen_appliance/large/gazovye_plity"
777;776;"Футбольные мячи";"http://e96.ru/sporting_goods/football/futbolnye_myachi"
582;1037;"Комплекты и конверты на выписку";"http://e96.ru/kids/goods_for_newborns/komplekty_i_konverty_na_vypisku"
1694;1591;"Декор для аквариумов";"http://e96.ru/zootovary/akvariumistika/dekor_dlya_akvariumov"
1022;997;"Матрасы-кровати";"http://e96.ru/tourism/inflatable_furniture/matrasy_krovaty"
1053;1009;"Мини-трактора бензиновые";"http://e96.ru/garden_cottage/lawn_care/mini_traktora"
802;683;"Дартс";"http://e96.ru/sporting_goods/darts"
778;683;"Настольный теннис";"http://e96.ru/sporting_goods/ping_pong"
1200;16;"Освещение";"http://e96.ru/household_appliances/lighting"
450;1179;"Мыльницы";"http://e96.ru/sanitary_engineering/bathroom_accessories/mylnicy"
1260;1247;"Электрошашлычницы";"http://e96.ru/kitchen_appliance/kitchen_grills/elektroshashlychnicy"
565;1179;"Шторки для ванной";"http://e96.ru/sanitary_engineering/bathroom_accessories/shtorki_dlja_vannojj"
396;1005;"Барбекю";"http://e96.ru/tourism/grills_barbecue/barbekyu"
1415;1104;"Корпуса и панельки для телефонов";"http://e96.ru/phones/cell_phones/korpusa_i_panelki_dlya_telefonov"
138;1246;"Маринаторы";"http://e96.ru/kitchen_appliance/small/marinatory"
554;1041;"Мячи";"http://e96.ru/kids/toys/mjachi"
168;1119;"Антивирусы";"http://e96.ru/computers/software_is/antivirusy"
1461;1203;"Каски с подставками";"http://e96.ru/household_appliances/presents/kaski_s_podstavkami"
1162;1153;"Кронштейны для проекторов";"http://e96.ru/audio_video/projectors/kronshteyny_dlya_proektorov"
399;1015;"Шезлонги";"http://e96.ru/garden_cottage/furniture_for_garden/shezlongi"
722;1348;"Парты и письменные столы";"http://e96.ru/furniture/kids_room/party_stoly"
116;48;"Фотооптика";"http://e96.ru/foto/photo_optics"
427;1175;"Зеркала для ванных комнат";"http://e96.ru/furniture/bathroom/zerkala_dlja_vanny"
1261;1246;"Мини-печи";"http://e96.ru/kitchen_appliance/small/mini_pechi"
1046;304;"Игрушки на дистанционном управлении";"http://e96.ru/kids/toys_on_remote_control"
41;1136;"Автомобильные усилители";"http://e96.ru/avto/autosound/avtomobilnye_usiliteli"
584;1035;"Детские матрасы";"http://e96.ru/kids/baby_cribs/detskie_matrasy"
430;1175;"Зеркала-шкафы";"http://e96.ru/furniture/bathroom/zerkala_shkafy"
1541;1115;"Компьютерные TV-тюнеры";"http://e96.ru/computers/multimedia/kompyuternye_tv_tyunery"
968;52;"Аккумуляторы и батарейные блоки";"http://e96.ru/foto/photo_technics/batareinie_bloky"
988;998;"Аксессуары для лодок";"http://e96.ru/tourism/boats_and_motors/aksessuary_dlya_lodok"
350;1082;"Фрезы для фрезерных станков";"http://e96.ru/tools/machine_tools/frezy_dlya_frezernyh_stankov"
1690;1591;"Грунты для аквариумов";"http://e96.ru/zootovary/akvariumistika/grunty_dlya_akvariumov"
1139;39;"Автосвет";"http://e96.ru/avto/autolights"
780;779;"Очки для плавания";"http://e96.ru/sporting_goods/swimming/ochki_dlya_plavaniya"
1386;1384;"Двери и фурнитура";"http://e96.ru/finishes/doors"
704;999;"Прицелы";"http://e96.ru/tourism/optical_devices/pricely_dlya_karabinov"
1355;1160;"Экшн-камеры";"http://e96.ru/audio_video/cameras/ekshn_kamery"
102;1189;"Тепловентиляторы";"http://e96.ru/climat/heating/teploventilyatory"
97;1116;"Мыши";"http://e96.ru/computers/input_devices/myshi"
1330;1348;"Стеллажи для детской";"http://e96.ru/furniture/kids_room/stellaji_dlya_detskoy"
845;683;"Страйкбол";"http://e96.ru/sporting_goods/strikeball"
1165;1154;"Портативные игровые приставки";"http://e96.ru/audio_video/gaming_consoles/portativnye_igrovye_pristavki"
1904;1900;"Раковины IKEA";"http://e96.ru/ikea/vannaya_ikea/rakoviny_ikea"
55;46;"Комплекты встраиваемой техники";"http://e96.ru/built_in/komplekty"
1243;1190;"Внутренние блоки кондиционеров";"http://e96.ru/climat/split_systems/vnutrennie_bloki_kondicionerov"
255;1105;"SIP-телефоны";"http://e96.ru/phones/telephones_for_home_and_office/sip_telefony"
170;1107;"Bluetooth-гарнитуры";"http://e96.ru/phones/headset_mobile_phones/blutus_garnitury"
103;1115;"Компьютерная акустика";"http://e96.ru/computers/multimedia/kompyuternaya_akustika"
934;1086;"Динамометрические ключи";"http://e96.ru/tools/hand_tools/dinamometricheskie_klyuchi"
1332;1348;"Комоды для детской";"http://e96.ru/furniture/kids_room/komody_dlya_detskoy"
922;1088;"Рулетки";"http://e96.ru/tools/measuring_tools/ruletki"
173;1251;"Кухонные весы";"http://e96.ru/kitchen_appliance/goods/kukhonnye_vesy"
1598;1597;"Письменные и компьютерные столы IKEA";"http://e96.ru/ikea/ikea_dlya_vashego_biznesa/pismennye_i_kompyuternye_stoly_ikea"
1115;81;"Мультимедиа";"http://e96.ru/computers/multimedia"
502;1171;"Держатели для душа";"http://e96.ru/sanitary_engineering/faucets/derzhateli_dlja_dusha"
404;1178;"Полотенцесушители";"http://e96.ru/sanitary_engineering/towel_warmers/polotencesushiteli"
980;1083;"Краскопульты";"http://e96.ru/tools/pneumotool/kraskopulty"
734;1175;"Подвесные шкафы для ванн";"http://e96.ru/furniture/bathroom/podvesnye_shkafy_dlya_vann"
723;1036;"Детские стулья";"http://e96.ru/kids/furniture_and_accessories/detskie_stulya"
688;685;"Велотренажеры";"http://e96.ru/sporting_goods/trainers/velotrenajery"
327;1002;"Палатки";"http://e96.ru/tourism/travel_gear/palatki"
1049;1342;"Купоны на сборку мебели";"http://e96.ru/furniture/sborka_mebeli"
30;1248;"Кофеварки";"http://e96.ru/kitchen_appliance/tea_and_coffee/kofevarki"
1273;1136;"Корпусная автоакустика";"http://e96.ru/avto/autosound/korpusnaya_avtoakustika"
1907;1900;"Зеркала для ванной IKEA";"http://e96.ru/ikea/vannaya_ikea/zerkala_dlya_vannoy_ikea"
108;1247;"Аэрогрили";"http://e96.ru/kitchen_appliance/kitchen_grills/aehrogrili"
931;1344;"Пледы и покрывала";"http://e96.ru/furniture/bedroom/pledy_pokryvala"
828;689;"Механические мишени";"http://e96.ru/sporting_goods/airguns/mehanicheskie_misheni"
756;1014;"Фильтр-насосы для бассейнов";"http://e96.ru/garden_cottage/pools/filtr_nasosy_dlya_basseynov"
345;1044;"Настольные игры";"http://e96.ru/kids/hobbies/nastolnye_igry"
711;999;"Телескопы";"http://e96.ru/tourism/optical_devices/teleskopy"
1578;1577;"Матрасы IKEA";"http://e96.ru/ikea/spalnya_ikea/matrasy_ikea"
1829;1201;"Розетки на дистанционном управлении";"http://e96.ru/household_appliances/electrics/rozetki_na_distancionnom_upravlenii"
1188;1172;"Душевые ограждения для ванн";"http://e96.ru/sanitary_engineering/baths/dushevye_ograzhdenija_dlja_vann"
858;847;"Велосипедные насосы";"http://e96.ru/sporting_goods/cycle_racing/velosipednye_nasosy"
1191;1182;"Увлажнители и очистители воздуха";"http://e96.ru/climat/air_purifiers"
775;684;"Утяжелители";"http://e96.ru/sporting_goods/weightlifting/utyajeliteli"
1338;1203;"Наборы для покера";"http://e96.ru/household_appliances/presents/nabory_dlya_pokera"
152;1114;"Источники бесперебойного питания";"http://e96.ru/computers/power_protection_devices/istochniki_bespereboynogo_pitaniya"
591;1249;"Сервизы";"http://e96.ru/kitchen_appliance/crockery/servizy"
1514;NA;"Парфюмерия";"http://e96.ru/parfjumerija"
603;1198;"Запчасти для роботов-пылесосов";"http://e96.ru/household_appliances/cleaners/zapchasti_dlja_robotov_pylesosov"
1019;1013;"Теплицы";"http://e96.ru/garden_cottage/greenhouses/teplicy"
166;1158;"3D-передатчики";"http://e96.ru/audio_video/tv/3d_peredatchiki"
795;793;"Арбалеты";"http://e96.ru/sporting_goods/bows_crossbows_slingshots/arbalety"
268;1245;"Средства для посудомоечных машин";"http://e96.ru/kitchen_appliance/large/sredstva_dlya_posudomoechnyh_mashin"
1449;1158;"Гальванические развязки";"http://e96.ru/audio_video/tv/galvanicheskie_razvyazki"
823;1001;"Поплавочные удочки";"http://e96.ru/tourism/fishing/poplavochnye_udochki"
282;1112;"Картриджи для принтеров и МФУ";"http://e96.ru/computers/office_equipment_and_supplies/kartridzhi_dlja_printerov"
1580;1577;"Реечные днища IKEA";"http://e96.ru/ikea/spalnya_ikea/reechnye_dnischa_ikea"
205;1142;"Алкотестеры";"http://e96.ru/avto/auto_electronics/alkotestery"
567;1037;"Сиденья для купания";"http://e96.ru/kids/goods_for_newborns/siden_ja_dlja_kupanija"
1172;206;"Ванны и фурнитура";"http://e96.ru/sanitary_engineering/baths"
1314;1196;"Гладильные системы";"http://e96.ru/household_appliances/ironing/gladilnye_sistemy"
1482;1211;"Ультрафиолетовые кварцевые облучатели";"http://e96.ru/household_appliances/health_and_beauty/ultrafioletovye_kvarcevye_obluchateli"
635;1181;"Купоны на установку сантехники";"http://e96.ru/sanitary_engineering/plumbing_fitting/kupony_santehniki"
1076;129;"Ударный инструмент";"http://e96.ru/tools/hammers"
1316;1315;"Моторные масла";"http://e96.ru/avto/car_oil/motornye_masla"
1236;1192;"Подогреваемые коврики";"http://e96.ru/climat/warm_floor/podogrevaemye_kovriki"
1646;876;"Горнолыжные маски";"http://e96.ru/sporting_goods/skis_and_snowboards/gornolyjnye_maski"
1521;1520;"Бильярдные столы";"http://e96.ru/sporting_goods/biljard/biljardnye_stoly"
1084;129;"Приспособления и оснастка";"http://e96.ru/tools/fixtures_and_equipment"
1168;1154;"Игры для PC";"http://e96.ru/audio_video/gaming_consoles/igry_dlya_pc"
438;1196;"Чехлы для гладильных досок";"http://e96.ru/household_appliances/ironing/chekhli_dlja_gladilnykh_dosok"
266;1248;"Кофемашины";"http://e96.ru/kitchen_appliance/tea_and_coffee/kofemashiny"
1898;1211;"Электрические роликовые пилки";"http://e96.ru/household_appliances/health_and_beauty/elektricheskie_rolikovye_pilki"
1370;16;"Часы";"http://e96.ru/household_appliances/watch"
402;1173;"Душевые кабины";"http://e96.ru/sanitary_engineering/shower_enclosures/dushevye_kabiny"
6;1155;"Наушники";"http://e96.ru/audio_video/music_players/naushniki"
406;1011;"Садовые тачки";"http://e96.ru/garden_cottage/hand_garden_tools/tachki"
375;1155;"Чехлы для MP3-плееров";"http://e96.ru/audio_video/music_players/chehly_dlya_mp3_pleerov"
519;1041;"Заводные игрушки";"http://e96.ru/kids/toys/zavodnye_igrushki"
555;1153;"Интерактивные доски";"http://e96.ru/audio_video/projectors/interaktivnye_doski"
1481;1076;"Патроны для перфораторов";"http://e96.ru/tools/hammers/patrony_dlya_perforatorov"
1505;1503;"Наполнители для туалетов";"http://e96.ru/tovary_dlja_koshek/napolniteli_dlja_tualetov"
386;1011;"Лопаты";"http://e96.ru/garden_cottage/hand_garden_tools/lopaty"
288;1198;"Роботы-пылесосы";"http://e96.ru/household_appliances/cleaners/roboty_pylesosy"
1551;1246;"Аксессуары для мясорубки";"http://e96.ru/kitchen_appliance/small/aksessuary_dlya_myasorubki"
452;847;"Велосипедные камеры";"http://e96.ru/sporting_goods/cycle_racing/velosipednye_kamery"
1183;1177;"Крепеж для систем инсталляции";"http://e96.ru/sanitary_engineering/installation_systems/krepej_dlya_sistem_installyacii"
194;1093;"Генераторы";"http://e96.ru/tools/power_equipment/generatory"
490;1116;"Коврики для мыши";"http://e96.ru/computers/input_devices/kovriki_dlja_myshi"
877;876;"Беговые лыжи";"http://e96.ru/sporting_goods/skis_and_snowboards/begovye_lyji"
325;1200;"Лампы";"http://e96.ru/household_appliances/lighting/lampy"
1455;1203;"Солнцезащитные очки";"http://e96.ru/household_appliances/presents/solncezaschitnye_ochki"
398;1015;"Тенты и шатры";"http://e96.ru/garden_cottage/furniture_for_garden/tenty_i_shatry"
572;1016;"Мотобуры";"http://e96.ru/garden_cottage/cultivators/motobury"
44;1142;"Автомониторы";"http://e96.ru/avto/auto_electronics/avtomonitiry"
1107;73;"Гарнитуры для сотовых телефонов";"http://e96.ru/phones/headset_mobile_phones"
1206;16;"Новогодние украшения";"http://e96.ru/household_appliances/new_year"
1099;1078;"Сабельные пилы";"http://e96.ru/tools/chain_saws_and_shears/sabelnye_pily"
837;836;"Баскетбольные мячи";"http://e96.ru/sporting_goods/basketball/basketbolnyy_myach"
1510;1503;"Лежанки для кошек";"http://e96.ru/tovary_dlja_koshek/lezhanki_dlja_koshek"
552;1040;"Одежда для кукол";"http://e96.ru/kids/dolls/odezhda_dlja_kukol"
370;1041;"Игрушечное оружие";"http://e96.ru/kids/toys/igrushechnoe_oruzhie"
1204;16;"Домашние товары";"http://e96.ru/household_appliances/homeware"
48;NA;"Фото товары";"http://e96.ru/foto"
1274;1136;"Компонентная автоакустика";"http://e96.ru/avto/autosound/komponentnaya_avtoakustika"
933;1086;"Трещотки и воротки";"http://e96.ru/tools/hand_tools/treschotki_vorotki"
1166;1154;"Игры для Xbox";"http://e96.ru/audio_video/gaming_consoles/igry_dlya_xbox"
1101;1078;"Полотна для сабельных пил";"http://e96.ru/tools/chain_saws_and_shears/polotna_dlya_sabelnyh_pil"
840;839;"Волейбольная форма";"http://e96.ru/sporting_goods/volleyball/voleybolnaya_forma"
23;1211;"Весы";"http://e96.ru/household_appliances/health_and_beauty/vesy"
1799;1344;"Простыни";"http://e96.ru/furniture/bedroom/prostyni"
382;1037;"Молокоотсосы";"http://e96.ru/kids/goods_for_newborns/molokootsosy"
1660;1182;"Вентиляция";"http://e96.ru/climat/ventilation"
318;1113;"Кулеры и системы охлаждения";"http://e96.ru/computers/accessories/kulery_i_sistemy_okhlazhdenija"
342;1039;"Самокаты";"http://e96.ru/kids/children_transport/samokaty"
1559;806;"Палки для ходьбы";"http://e96.ru/sporting_goods/gym_and_aerobics/palki_dlya_hodby"
893;684;"Блины";"http://e96.ru/sporting_goods/weightlifting/blini"
4;1157;"DVD плееры";"http://e96.ru/audio_video/video_players/dvdpleery"
300;1212;"Аксессуары для стиральных машин";"http://e96.ru/household_appliances/washing/aksessuary_dlya_stiralnyh_mashin"
1215;1209;"Ирригаторы";"http://e96.ru/household_appliances/toothbrushes/irrigatory"
1360;1252;"Хотдог мейкеры";"http://e96.ru/kitchen_appliance/parties/hotdog_meyker"
252;999;"Бинокли";"http://e96.ru/tourism/optical_devices/binokly"
332;1347;"Компьютерные кресла";"http://e96.ru/furniture/office/kompyuternye_kresla"
137;1142;"Парктроники";"http://e96.ru/avto/auto_electronics/parktroniki"
633;1190;"Кронштейны для кондиционеров";"http://e96.ru/climat/split_systems/kronshtejny_dlja_kondicionerov"
475;1251;"Сифоны для газирования воды";"http://e96.ru/kitchen_appliance/goods/sifony_dlja_gazirovanija_vody"
159;1037;"Радио- и видеоняни";"http://e96.ru/kids/goods_for_newborns/radio_i_videonyani"
35;1246;"Миксеры";"http://e96.ru/kitchen_appliance/small/miksery"
1518;1348;"Детские компьютерные кресла";"http://e96.ru/furniture/kids_room/detskie_kompjuternye_kresla"
274;1158;"Пульты для телевизоров";"http://e96.ru/audio_video/tv/pulty_dlya_televizorov"
1838;1104;"Палки для селфи";"http://e96.ru/phones/cell_phones/palki_dlya_selfi"
623;1038;"Детские спортивные комплексы";"http://e96.ru/kids/baby_complexes/detskie_sportivnye_kompleksy"
1862;1160;"Чехлы для экшн-камер";"http://e96.ru/audio_video/cameras/chehly_dlya_ekshn_kamer"
1264;1248;"Турки";"http://e96.ru/kitchen_appliance/tea_and_coffee/turki"
725;1036;"Ящики и корзины для игрушек";"http://e96.ru/kids/furniture_and_accessories/jashhiki_i_korziny_dlja_igrushek"
378;1037;"Пустышки и соски";"http://e96.ru/kids/goods_for_newborns/soski_i_pustyshki"
85;1246;"Фритюрницы";"http://e96.ru/kitchen_appliance/small/frityurnicy"
1363;1344;"Тумбы для спальни";"http://e96.ru/furniture/bedroom/tumby_dlya_spalni"
