"externalsessionid";"timestamp";"eventdate";"duration";"category_id"
17029;1458249683277;"2016-03-18";3327;86
75155;1459100340539;"2016-03-27";569;127
75155;1459099896497;"2016-03-27";1390;127
75155;1459098303430;"2016-03-27";354;127
75155;1459099240221;"2016-03-27";1929;127
75155;1459099541085;"2016-03-27";1067;127
75155;1459098892704;"2016-03-27";1250;127
5479;1459797191408;"2016-04-04";4257;171
5479;1459796087713;"2016-04-04";5056;171
5479;1459799056927;"2016-04-04";496;169
5479;1459798743302;"2016-04-04";4828;171
35106;1463071699173;"2016-05-12";1060;848
35106;1463071637650;"2016-05-12";1834;848
35106;1463071975153;"2016-05-12";2575;848
68093;1456253412338;"2016-02-23";2722;308
68093;1456252735345;"2016-02-23";842;324
30314;1458706492881;"2016-03-23";844;215
30314;1458707658016;"2016-03-23";840;215
30314;1458707983993;"2016-03-23";699;215
30314;1458708309134;"2016-03-23";845;215
19511;1463462672422;"2016-05-17";740;18
38457;1463397575957;"2016-05-16";395;849
38457;1463394567295;"2016-05-16";1787;848
67548;1455857319217;"2016-02-19";2041;324
67548;1455858926866;"2016-02-19";787;304
1073;1455111844966;"2016-02-10";2758;26
1073;1455116632100;"2016-02-10";465;159
70597;1454488242871;"2016-02-03";815;893
70597;1454489835618;"2016-02-03";1875;254
18001;1462136475473;"2016-05-02";2220;305
73726;1460489373774;"2016-04-12";1305;3
90766;1461085081741;"2016-04-19";1201;16
55434;1454752332996;"2016-02-06";717;74
44752;1455085266757;"2016-02-10";1202;451
44752;1454962442672;"2016-02-08";1259;1239
44752;1454925800038;"2016-02-08";1274;1239
44752;1455084498355;"2016-02-10";1091;414
72130;1462659112140;"2016-05-08";3192;74
72130;1462659774818;"2016-05-08";2757;74
63322;1461052906663;"2016-04-19";1268;3
63322;1461052605021;"2016-04-19";4068;103
9671;1454922656224;"2016-02-08";597;304
9671;1455176432137;"2016-02-11";356;509
77539;1458720781786;"2016-03-23";3332;31
24017;1463583967947;"2016-05-18";359;112
24017;1463583286180;"2016-05-18";1185;74
24017;1463583480059;"2016-05-18";572;8
84876;1455707432505;"2016-02-17";387;1291
84876;1455704938628;"2016-02-17";583;8
5436;1460381488618;"2016-04-11";1818;25
97086;1462613897834;"2016-05-07";3247;31
58699;1455015693111;"2016-02-09";302;719
58699;1455016463276;"2016-02-09";2224;1090
69710;1461513863782;"2016-04-24";2748;848
17584;1455876102922;"2016-02-19";911;252
17584;1455875633580;"2016-02-19";1158;252
44896;1456737353087;"2016-02-29";255;687
44896;1456735292918;"2016-02-29";522;687
72842;1461137660540;"2016-04-20";901;848
67256;1461656146324;"2016-04-26";1419;252
67256;1461659797018;"2016-04-26";680;252
67256;1461656458419;"2016-04-26";655;252
76747;1454666094895;"2016-02-05";465;570
76747;1454667252155;"2016-02-05";422;39
76747;1454667362446;"2016-02-05";503;39
76747;1454666810130;"2016-02-05";516;39
76747;1454665202005;"2016-02-05";387;609
62297;1462358152449;"2016-05-04";410;1063
62297;1462357459372;"2016-05-04";503;1063
3645;1462353231417;"2016-05-04";223;1320
3645;1462371568224;"2016-05-04";680;1320
3645;1462350490331;"2016-05-04";228;1320
33043;1457283425720;"2016-03-06";1313;848
33043;1457283624156;"2016-03-06";420;337
33043;1457283549383;"2016-03-06";6786;304
33043;1457283499146;"2016-03-06";333;1488
23145;1459623038194;"2016-04-02";3087;133
23145;1459610640379;"2016-04-02";3020;133
23145;1459622917984;"2016-04-02";4169;133
23145;1459623070389;"2016-04-02";3475;133
56914;1458062557028;"2016-03-15";1124;59
56914;1458062597440;"2016-03-15";589;59
56914;1458063048640;"2016-03-15";1243;59
56914;1458062540096;"2016-03-15";1695;59
64627;1459702848084;"2016-04-03";1963;51
64627;1459704059360;"2016-04-03";2288;49
64627;1459702747855;"2016-04-03";2969;49
64627;1459702442664;"2016-04-03";780;49
10056;1458890403679;"2016-03-25";1667;257
10056;1458903259006;"2016-03-25";1534;257
10056;1458898614476;"2016-03-25";1495;257
10056;1458903599685;"2016-03-25";992;257
10056;1458900454540;"2016-03-25";1712;257
10056;1458903380054;"2016-03-25";1937;257
10056;1458898903948;"2016-03-25";1567;257
10056;1458888601870;"2016-03-25";1251;257
10056;1458898471998;"2016-03-25";1143;257
10056;1458888195879;"2016-03-25";533;257
10056;1458899353308;"2016-03-25";1157;257
10056;1458900757371;"2016-03-25";997;257
76868;1462346494670;"2016-05-04";422;303
76868;1463982212915;"2016-05-23";1218;490
76868;1464329122569;"2016-05-27";617;86
76868;1462342110480;"2016-05-04";1714;96
86243;1458818520523;"2016-03-24";1132;965
86243;1458819442696;"2016-03-24";1510;965
20662;1463473776631;"2016-05-17";973;28
20662;1463474162599;"2016-05-17";1034;28
49985;1461584996616;"2016-04-25";832;1056
2612;1464363624423;"2016-05-27";2029;587
2612;1464363991462;"2016-05-27";3089;587
39455;1463325362056;"2016-05-15";1789;97
14573;1454832089084;"2016-02-07";771;253
23452;1464515152227;"2016-05-29";1045;86
23452;1464080061768;"2016-05-24";553;690
23452;1464338935865;"2016-05-27";772;62
91203;1464762575170;"2016-06-01";1250;188
57094;1462261849448;"2016-05-03";2110;254
75685;1462001966378;"2016-04-30";2854;133
75685;1461999874050;"2016-04-30";1171;1098
75685;1462001443482;"2016-04-30";1115;133
75685;1462004862728;"2016-04-30";3337;1066
61300;1455537552282;"2016-02-15";3078;458
10049;1457893934307;"2016-03-13";3304;1221
10049;1457892454286;"2016-03-13";3010;1221
10049;1457895090761;"2016-03-13";2153;1221
10049;1457891985690;"2016-03-13";3221;1221
10049;1457894236582;"2016-03-13";3308;1221
59650;1464793566782;"2016-06-01";583;789
8684;1457587426871;"2016-03-10";1724;420
8684;1457586940201;"2016-03-10";2528;408
86588;1464636911522;"2016-05-30";957;430
86588;1464637670165;"2016-05-30";4035;430
86588;1464637490158;"2016-05-30";1142;735
86588;1464637591916;"2016-05-30";1522;1175
86588;1464637073319;"2016-05-30";3085;427
88156;1455645060081;"2016-02-16";2881;20
88156;1455643161709;"2016-02-16";2485;20
88156;1455643506319;"2016-02-16";2942;20
88156;1455644427066;"2016-02-16";2734;20
17267;1464773838782;"2016-06-01";3265;408
19538;1462072080020;"2016-05-01";1225;315
73606;1457707486380;"2016-03-11";532;39
73606;1457708014021;"2016-03-11";359;322
73606;1457708277010;"2016-03-11";1521;77
73606;1457707419302;"2016-03-11";707;1136
73606;1457707403485;"2016-03-11";293;1136
73606;1457707760154;"2016-03-11";1375;577
65933;1460878593898;"2016-04-17";2363;172
65933;1462966480776;"2016-05-11";919;172
65933;1460878710232;"2016-04-17";595;129
65933;1462181441950;"2016-05-02";1658;1007
65933;1461677023909;"2016-04-26";2418;171
65933;1464618943722;"2016-05-30";1847;1007
65933;1463040973276;"2016-05-12";1132;1050
65933;1461512699179;"2016-04-24";3170;17
65933;1459703613471;"2016-04-03";1052;327
65933;1462371235594;"2016-05-04";3768;74
65933;1464281709205;"2016-05-26";1155;74
65933;1463064973354;"2016-05-12";1234;74
65933;1463041287265;"2016-05-12";1564;26
65933;1464538021572;"2016-05-29";1634;74
65933;1462371599953;"2016-05-04";821;74
65933;1462278021453;"2016-05-03";1053;74
65933;1464796489981;"2016-06-01";1947;62
65933;1462370929989;"2016-05-04";817;74
65933;1462369711657;"2016-05-04";1254;74
65933;1464538363918;"2016-05-29";1527;74
65933;1463065578311;"2016-05-12";1343;74
65933;1464797073984;"2016-06-01";2514;62
65933;1463063294387;"2016-05-12";986;74
65933;1464281305716;"2016-05-26";1705;74
65933;1462187297406;"2016-05-02";2169;74
65933;1460196007851;"2016-04-09";4631;171
65933;1462191071695;"2016-05-02";1571;74
65933;1464281782862;"2016-05-26";934;74
65933;1461684777178;"2016-04-26";1083;74
65933;1461931441655;"2016-04-29";3301;74
65933;1463412792916;"2016-05-16";675;74
65933;1460878360482;"2016-04-17";3748;131
65933;1462189597603;"2016-05-02";1710;74
65933;1460878776822;"2016-04-17";4582;171
65933;1464618976244;"2016-05-30";1306;386
65933;1462186731498;"2016-05-02";6164;74
65933;1462182126136;"2016-05-02";897;74
65933;1464539365604;"2016-05-29";2198;74
65933;1464619077089;"2016-05-30";934;386
65933;1462369521098;"2016-05-04";1947;172
65933;1463040078765;"2016-05-12";2384;32
91223;1461766434897;"2016-04-27";3778;254
91223;1461766780284;"2016-04-27";2426;254
91223;1461767239805;"2016-04-27";740;1129
45117;1464512132081;"2016-05-29";4221;278
45117;1464510013780;"2016-05-29";641;100
83643;1463147687233;"2016-05-13";2423;18
83102;1464017944297;"2016-05-23";1332;848
4643;1459263572267;"2016-03-29";3078;309
17174;1461749019152;"2016-04-27";1385;511
92864;1464250968935;"2016-05-26";2774;18
98642;1459937702976;"2016-04-06";2430;1134
98642;1459934535092;"2016-04-06";766;1134
98642;1459933747163;"2016-04-06";3970;97
98642;1459940246581;"2016-04-06";2997;82
67752;1460293249025;"2016-04-10";3568;219
67752;1460293788143;"2016-04-10";3951;20
92099;1455108578397;"2016-02-10";1082;3
92099;1455109228643;"2016-02-10";2218;3
90435;1454425423906;"2016-02-02";2643;254
90435;1454426034100;"2016-02-02";2126;254
90435;1454425728174;"2016-02-02";1980;254
91965;1458044829573;"2016-03-15";742;187
91965;1458044244580;"2016-03-15";1872;187
56841;1462549873600;"2016-05-06";843;848
56841;1462556156561;"2016-05-06";1063;848
55391;1464524321885;"2016-05-29";803;353
55391;1464524252492;"2016-05-29";552;16
30341;1458883896060;"2016-03-25";169;1351
12461;1462898706052;"2016-05-10";1241;1066
12461;1462899025822;"2016-05-10";1371;1066
12461;1462899449146;"2016-05-10";1944;1066
74744;1461655126953;"2016-04-26";740;1309
74744;1461638545066;"2016-04-26";941;556
74744;1461638708202;"2016-04-26";862;515
93829;1458797026546;"2016-03-24";1728;1124
93829;1458795432422;"2016-03-24";1538;1124
93829;1458799321677;"2016-03-24";553;1124
93829;1458798897779;"2016-03-24";2514;1124
93829;1458796535722;"2016-03-24";1193;1124
93829;1458796105160;"2016-03-24";2009;1124
80300;1463392170918;"2016-05-16";2009;1221
80300;1463390373651;"2016-05-16";2679;1221
80300;1463392678401;"2016-05-16";1730;1221
30102;1457243492613;"2016-03-06";1669;1239
42705;1460276770113;"2016-04-10";5225;430
57238;1460993188167;"2016-04-18";608;398
16696;1464781674802;"2016-06-01";2738;171
16696;1464783059910;"2016-06-01";2766;171
16696;1464781324638;"2016-06-01";3205;171
16696;1464782383071;"2016-06-01";2064;171
16696;1464780617684;"2016-06-01";1439;171
56078;1458318539466;"2016-03-18";3144;36
56078;1458318798294;"2016-03-18";2744;36
56078;1458317751067;"2016-03-18";3114;36
56078;1458322976565;"2016-03-18";2979;222
56078;1458307431205;"2016-03-18";2348;36
56078;1458319494712;"2016-03-18";2970;36
56078;1458320147183;"2016-03-18";2298;36
56078;1458313809860;"2016-03-18";3078;36
56078;1458316593087;"2016-03-18";2877;36
56078;1458313577910;"2016-03-18";2340;36
56078;1458308754800;"2016-03-18";3921;36
56078;1458312434152;"2016-03-18";3396;36
45591;1458633422379;"2016-03-22";498;1277
52090;1462183409614;"2016-05-02";2138;41
48075;1460371959965;"2016-04-11";2802;333
48075;1460367487280;"2016-04-11";652;1518
58334;1460295396604;"2016-04-10";1445;74
58334;1460293332156;"2016-04-10";762;74
58334;1460294823535;"2016-04-10";638;74
58334;1460294058287;"2016-04-10";831;74
7877;1461675291164;"2016-04-26";1824;257
7877;1461676229501;"2016-04-26";2777;257
7877;1461677087982;"2016-04-26";1802;257
7877;1461680475284;"2016-04-26";1988;119
7877;1461676857119;"2016-04-26";1268;257
7877;1461679685317;"2016-04-26";1201;119
7877;1461679987928;"2016-04-26";4591;119
17572;1454678287294;"2016-02-05";642;3
17572;1454678701188;"2016-02-05";725;8
17572;1454679080631;"2016-02-05";1441;324
9503;1462285417744;"2016-05-03";5046;848
4201;1457951342338;"2016-03-14";311;266
4201;1457952096735;"2016-03-14";802;266
4201;1457950665668;"2016-03-14";616;1225
83497;1462858416530;"2016-05-10";1507;47
26158;1458581780195;"2016-03-21";1120;171
61445;1462783834102;"2016-05-09";1939;78
64478;1461663591992;"2016-04-26";2040;88
64478;1461663681605;"2016-04-26";2899;88
33174;1458999335841;"2016-03-26";852;26
33174;1458999840805;"2016-03-26";818;26
65083;1462128430345;"2016-05-01";516;1063
63239;1459959967531;"2016-04-06";1198;74
8213;1462644352699;"2016-05-07";860;129
8213;1462639847251;"2016-05-07";3457;132
85750;1457027490643;"2016-03-03";3244;49
85750;1457027846857;"2016-03-03";1475;49
24428;1452446280960;"2016-01-10";452;206
73036;1464110608805;"2016-05-24";2360;429
35663;1460093565746;"2016-04-08";336;5
35663;1460093990665;"2016-04-08";200;5
1631;1462206595432;"2016-05-02";2488;332
27385;1462611566541;"2016-05-07";4051;62
27385;1462611262498;"2016-05-07";3590;62
50423;1458314968052;"2016-03-18";3519;276
77281;1462335758565;"2016-05-04";256;342
77281;1461733387639;"2016-04-27";1088;1239
77281;1462335646768;"2016-05-04";562;342
77281;1462337123587;"2016-05-04";703;342
56595;1462354659995;"2016-05-04";2893;50
18325;1458738910296;"2016-03-23";547;24
18325;1458739013061;"2016-03-23";533;24
18325;1458739836095;"2016-03-23";583;219
18325;1458738833097;"2016-03-23";636;24
18325;1458762257980;"2016-03-23";2795;219
18325;1458737443947;"2016-03-23";2875;219
18325;1458739413426;"2016-03-23";2614;219
18325;1458737941179;"2016-03-23";1880;219
18325;1458738960747;"2016-03-23";265;24
18325;1458742545735;"2016-03-23";3363;219
18325;1458761933524;"2016-03-23";2820;219
68619;1460106430366;"2016-04-08";1940;51
68619;1460107722299;"2016-04-08";2483;51
68619;1460108389402;"2016-04-08";4611;51
70912;1455079453795;"2016-02-10";2010;347
70912;1455080139376;"2016-02-10";1472;328
70912;1455079565274;"2016-02-10";2340;347
70912;1455079371313;"2016-02-10";348;129
70912;1455079305601;"2016-02-10";1279;132
52190;1456208170292;"2016-02-23";204;683
81846;1460990290630;"2016-04-18";3922;50
81846;1460988652326;"2016-04-18";4320;171
81846;1460989560614;"2016-04-18";3834;105
81846;1460988227208;"2016-04-18";1433;171
91660;1457002669366;"2016-03-03";3740;7
91660;1457002975347;"2016-03-03";2793;7
91660;1457002071613;"2016-03-03";290;1131
66260;1461491791743;"2016-04-24";2422;17
60463;1460375387052;"2016-04-11";1679;848
60463;1460374399512;"2016-04-11";1728;848
60463;1460375151409;"2016-04-11";4206;848
33914;1455184781547;"2016-02-11";2332;26
48019;1462378984847;"2016-05-04";305;10
48019;1462380495795;"2016-05-04";1528;8
48019;1462379299583;"2016-05-04";614;10
48019;1462381060448;"2016-05-04";778;8
48019;1462380069699;"2016-05-04";2670;8
7828;1456163629438;"2016-02-22";1590;257
7828;1454431230480;"2016-02-02";884;484
7828;1456164866853;"2016-02-22";2170;257
7828;1455813274076;"2016-02-18";1142;484
7828;1462987829510;"2016-05-11";2632;257
7828;1455893970367;"2016-02-19";1146;484
7828;1455893809158;"2016-02-19";934;484
7828;1463593854164;"2016-05-18";1107;848
7828;1461164151838;"2016-04-20";3698;132
7828;1462988292322;"2016-05-11";1028;257
7828;1456163267355;"2016-02-22";2347;257
59187;1464440055239;"2016-05-28";3636;347
59187;1464438730104;"2016-05-28";4308;347
17453;1459225550723;"2016-03-29";931;49
65151;1461567297188;"2016-04-25";2719;18
65151;1461567685079;"2016-04-25";2578;18
25283;1464191817445;"2016-05-25";941;848
34702;1463239560788;"2016-05-14";2927;173
7538;1456840722531;"2016-03-01";3622;1182
10276;1457698358040;"2016-03-11";3420;989
73664;1463297133678;"2016-05-15";506;722
73664;1463297231185;"2016-05-15";1164;976
71750;1463391220428;"2016-05-16";1299;1066
71750;1463389332807;"2016-05-16";2925;1066
62723;1458828978748;"2016-03-24";3303;20
44038;1461991096069;"2016-04-30";293;573
44038;1461990791687;"2016-04-30";347;572
22778;1455541836191;"2016-02-15";3179;154
31458;1462481377422;"2016-05-05";1582;90
31458;1462483334210;"2016-05-06";737;200
31458;1462484664745;"2016-05-06";1900;90
87523;1463069755726;"2016-05-12";1818;699
87523;1463069754763;"2016-05-12";611;703
87523;1463068091025;"2016-05-12";1382;257
76289;1460120048088;"2016-04-08";1766;1098
76289;1460120270326;"2016-04-08";1892;1098
11896;1462884543474;"2016-05-10";2707;86
11896;1462883282865;"2016-05-10";1551;321
11896;1462881296353;"2016-05-10";3743;321
11896;1462883485849;"2016-05-10";2512;320
71106;1457277562442;"2016-03-06";4828;228
71106;1457277023860;"2016-03-06";2877;20
89448;1463541655812;"2016-05-18";652;734
2842;1461948214339;"2016-04-29";1486;32
39553;1461129644033;"2016-04-20";563;848
9166;1463458637206;"2016-05-17";307;398
9166;1463458238861;"2016-05-17";238;1031
9166;1463457918533;"2016-05-17";199;393
80282;1462873986133;"2016-05-10";2489;414
80282;1462874623130;"2016-05-10";2268;51
80282;1462874246956;"2016-05-10";1010;54
80282;1462874646880;"2016-05-10";1439;49
80282;1462873807579;"2016-05-10";390;206
80282;1462873919990;"2016-05-10";5540;241
80007;1461747074925;"2016-04-27";508;74
21309;1460877395402;"2016-04-17";771;164
21309;1460877032065;"2016-04-17";1606;164
84575;1464541848010;"2016-05-29";564;1309
84575;1464540452159;"2016-05-29";3702;254
84575;1464542102117;"2016-05-29";1671;1310
84575;1464540766116;"2016-05-29";3412;254
84575;1464541115196;"2016-05-29";1611;254
34382;1464714180223;"2016-05-31";1493;18
34382;1464714737999;"2016-05-31";1358;18
34382;1464716043313;"2016-05-31";4267;18
34382;1464713810023;"2016-05-31";4787;18
21978;1459580043665;"2016-04-02";437;886
95583;1461569150403;"2016-04-25";303;572
95583;1461568911344;"2016-04-25";231;572
95583;1461568973504;"2016-04-25";334;572
95583;1461569032736;"2016-04-25";296;572
95583;1461569647537;"2016-04-25";517;572
95583;1461568833219;"2016-04-25";1206;572
69094;1461591719065;"2016-04-25";2512;134
86997;1459691212644;"2016-04-03";2592;21
38067;1463905076693;"2016-05-22";2915;3
38067;1463912908467;"2016-05-22";2473;50
49309;1464201004916;"2016-05-25";5956;1280
49309;1464200698776;"2016-05-25";3968;1280
20451;1457710905388;"2016-03-11";330;81
11164;1458232321874;"2016-03-17";3041;583
24929;1462187346840;"2016-05-02";4111;366
24929;1462084747023;"2016-05-01";301;343
6771;1460777867065;"2016-04-16";2590;92
6771;1460775766859;"2016-04-16";2132;105
9792;1459243372956;"2016-03-29";2806;414
33778;1460564313612;"2016-04-13";1632;157
33778;1460567736702;"2016-04-13";3672;133
64183;1463067835497;"2016-05-12";1487;82
64183;1463067812831;"2016-05-12";2158;82
87439;1461650290628;"2016-04-26";1381;88
87439;1461649980732;"2016-04-26";1102;88
87439;1461650949326;"2016-04-26";3260;88
87439;1461649975895;"2016-04-26";1553;88
51760;1460794535403;"2016-04-16";1536;31
51371;1463981542433;"2016-05-23";1364;32
51371;1463993738612;"2016-05-23";2324;32
51371;1463993359089;"2016-05-23";3720;32
42895;1460971134640;"2016-04-18";3842;26
42895;1460954276248;"2016-04-18";667;75
44379;1460951475502;"2016-04-18";255;75
44379;1460977350905;"2016-04-18";1954;1066
44379;1460958707847;"2016-04-18";1208;75
21570;1464022046087;"2016-05-23";3517;18
21570;1464019895580;"2016-05-23";3981;26
89720;1463371356869;"2016-05-16";572;17
38939;1464195592697;"2016-05-25";1959;62
38939;1464347358005;"2016-05-27";1029;74
38939;1464193610262;"2016-05-25";1509;62
38939;1464366788177;"2016-05-27";1376;74
38939;1464367481267;"2016-05-27";915;74
38939;1463926748126;"2016-05-22";1965;31
38939;1464346248442;"2016-05-27";1164;74
38939;1464365335377;"2016-05-27";3787;74
38939;1464352189262;"2016-05-27";1371;74
38939;1464190840688;"2016-05-25";3965;62
4185;1461039586648;"2016-04-19";1139;3
4185;1461039553944;"2016-04-19";544;18
86180;1461946642858;"2016-04-29";536;304
76934;1459757956639;"2016-04-04";740;1198
76934;1459759327045;"2016-04-04";518;16
76934;1459758569849;"2016-04-04";2572;17
24761;1460788580657;"2016-04-16";4004;49
84389;1458062467557;"2016-03-15";2159;404
84528;1458038553530;"2016-03-15";1514;609
25724;1455623284854;"2016-02-16";2621;344
25724;1455690232208;"2016-02-17";3071;344
67890;1461050647477;"2016-04-19";1218;848
67890;1461050984692;"2016-04-19";1072;848
67890;1461050328058;"2016-04-19";1226;848
75523;1463195367782;"2016-05-14";1331;323
75523;1463283036560;"2016-05-15";1966;323
47232;1459697918791;"2016-04-03";658;1391
47232;1459698304110;"2016-04-03";2646;402
50241;1463228063191;"2016-05-14";963;424
60011;1457505649214;"2016-03-09";399;29
80302;1460282075150;"2016-04-10";3939;82
80302;1460281966345;"2016-04-10";1163;82
83235;1459579705941;"2016-04-02";2451;848
83235;1459580354532;"2016-04-02";2305;848
83235;1459578554359;"2016-04-02";3074;848
83235;1459579047892;"2016-04-02";761;848
83235;1459579364139;"2016-04-02";2314;848
19953;1457771237541;"2016-03-12";2049;211
19953;1457771417697;"2016-03-12";2273;211
81175;1458233637872;"2016-03-17";190;929
49088;1464711566017;"2016-05-31";1705;186
26804;1463888760503;"2016-05-22";1556;330
26804;1463890667280;"2016-05-22";268;1723
26804;1463890612933;"2016-05-22";1908;584
2745;1459599372524;"2016-04-02";1089;26
2745;1459599777861;"2016-04-02";3008;31
2745;1459599833820;"2016-04-02";824;3
82186;1454579352638;"2016-02-04";1251;74
82186;1454579033212;"2016-02-04";1642;74
18259;1458037128910;"2016-03-15";1413;234
18259;1458048054738;"2016-03-15";2779;92
18259;1458038574421;"2016-03-15";1027;228
18259;1458048394427;"2016-03-15";2684;92
37973;1457961215553;"2016-03-14";3160;323
86344;1462545666253;"2016-05-06";2886;593
55458;1457792766713;"2016-03-12";1323;164
55458;1457792385608;"2016-03-12";928;164
73321;1462204930089;"2016-05-02";207;175
73321;1462205028603;"2016-05-02";668;175
67647;1462337478755;"2016-05-04";423;5
67647;1462337737516;"2016-05-04";765;1289
67647;1462337975592;"2016-05-04";543;10
67647;1462337596107;"2016-05-04";628;286
67647;1462338258453;"2016-05-04";1049;50
67647;1462338633327;"2016-05-04";1169;50
48560;1459486826965;"2016-04-01";1066;320
48560;1459487241519;"2016-04-01";2417;320
15208;1457863431849;"2016-03-13";3050;88
15208;1458016275070;"2016-03-15";1414;88
15208;1458243109008;"2016-03-17";3475;88
15208;1458015772105;"2016-03-15";1138;88
15208;1458108506422;"2016-03-16";2024;88
15208;1462032638462;"2016-04-30";4037;27
15208;1458190810564;"2016-03-17";1235;88
15208;1457928185032;"2016-03-14";852;88
15208;1457926727026;"2016-03-14";1948;88
15208;1457962632206;"2016-03-14";2595;88
15208;1458191432148;"2016-03-17";2210;88
15208;1457961443563;"2016-03-14";1233;88
15208;1462033988331;"2016-04-30";4203;27
15208;1458288356465;"2016-03-18";3314;88
15208;1461926048842;"2016-04-29";3112;27
15208;1458018726892;"2016-03-15";2467;88
15208;1458204813384;"2016-03-17";760;88
15208;1457958810719;"2016-03-14";3630;88
15208;1462098838923;"2016-05-01";4271;27
15208;1458016626511;"2016-03-15";2110;88
15208;1457964526928;"2016-03-14";2222;88
15208;1462034355797;"2016-04-30";1967;27
15208;1457955884088;"2016-03-14";1420;88
15208;1458019728485;"2016-03-15";858;88
15208;1458065867052;"2016-03-15";3073;88
15208;1458017957601;"2016-03-15";1072;88
15208;1457959539496;"2016-03-14";2269;88
15208;1458242781080;"2016-03-17";3112;88
15208;1460310467162;"2016-04-10";3813;28
15208;1457863740467;"2016-03-13";938;88
15208;1457963868872;"2016-03-14";3361;88
15208;1458011719073;"2016-03-15";2495;88
15208;1462035646424;"2016-04-30";3465;27
15208;1457872806604;"2016-03-13";1144;88
15208;1458012979912;"2016-03-15";1274;88
15208;1458012601440;"2016-03-15";1010;88
15208;1457961911179;"2016-03-14";3534;88
15208;1457864543912;"2016-03-13";3171;88
15208;1457928752675;"2016-03-14";1926;88
15208;1462082853244;"2016-05-01";858;27
15208;1458205228099;"2016-03-17";1311;88
15208;1462033024359;"2016-04-30";4019;27
15208;1457941160477;"2016-03-14";2836;88
15208;1458109238743;"2016-03-16";970;88
15208;1457959228834;"2016-03-14";2711;88
15208;1457960537292;"2016-03-14";2563;88
15208;1457957327325;"2016-03-14";1500;88
15208;1458017074359;"2016-03-15";1055;88
15208;1462096734671;"2016-05-01";1029;27
15208;1462032293326;"2016-04-30";3557;27
15208;1458019033945;"2016-03-15";1156;88
15208;1458019381459;"2016-03-15";1034;88
15208;1458018363015;"2016-03-15";1159;88
15208;1457927195533;"2016-03-14";1019;88
15208;1457963272896;"2016-03-14";2233;88
15208;1457864851983;"2016-03-13";2842;88
76684;1460283043744;"2016-04-10";2603;330
76684;1460283365569;"2016-04-10";3657;330
76684;1460207854299;"2016-04-09";773;324
27101;1459865241732;"2016-04-05";1061;74
27101;1459940662526;"2016-04-06";3472;154
43215;1464527199201;"2016-05-29";2508;147
43215;1464527809190;"2016-05-29";2686;133
43215;1464533992598;"2016-05-29";3129;133
90734;1458222037126;"2016-03-17";3575;97
90734;1458222347687;"2016-03-17";2953;97
58378;1460475398384;"2016-04-12";1097;74
68332;1459106608044;"2016-03-27";183;1199
68332;1459106692355;"2016-03-27";587;1216
15655;1456659581834;"2016-02-28";2861;102
15655;1456659221838;"2016-02-28";3028;102
15655;1456658745410;"2016-02-28";630;102
33647;1460313727013;"2016-04-10";672;228
33647;1460313178656;"2016-04-10";679;228
33647;1460316251783;"2016-04-10";1005;228
27269;1464160618240;"2016-05-25";2617;160
27269;1464159178749;"2016-05-25";1546;160
31778;1457957667725;"2016-03-14";2701;133
31778;1457957998759;"2016-03-14";936;165
65366;1454564026809;"2016-02-04";790;1038
65366;1454566165421;"2016-02-04";574;1342
65366;1454564076701;"2016-02-04";703;746
2794;1463336163112;"2016-05-15";1999;1278
2794;1463335670235;"2016-05-15";934;1327
2794;1463336738712;"2016-05-15";2231;1278
2794;1463336463896;"2016-05-15";2052;1278
42751;1452294643778;"2016-01-09";862;129
48825;1463296851207;"2016-05-15";753;49
48825;1463297271188;"2016-05-15";1288;49
48825;1463297660102;"2016-05-15";3111;47
48825;1463298139432;"2016-05-15";2224;241
68690;1454764539820;"2016-02-06";1266;57
38750;1462461493842;"2016-05-05";2395;171
38750;1462462889391;"2016-05-05";2115;171
38750;1462461825176;"2016-05-05";2669;171
30360;1460903946226;"2016-04-17";1124;1355
3189;1459600572595;"2016-04-02";839;74
58320;1455184191607;"2016-02-11";497;114
58320;1455171916888;"2016-02-11";255;114
71707;1456662758630;"2016-02-28";1224;18
80201;1454747311187;"2016-02-06";1072;620
31354;1456906940504;"2016-03-02";1410;489
31354;1456905904920;"2016-03-02";2594;403
31354;1456905489475;"2016-03-02";2418;648
67098;1462204496242;"2016-05-02";3026;848
20506;1456554849534;"2016-02-27";606;1007
20506;1455644761027;"2016-02-16";2638;3
20506;1455644629445;"2016-02-16";354;1063
86718;1460179137280;"2016-04-09";3849;218
12205;1462956420072;"2016-05-11";1221;119
60456;1455088653706;"2016-02-10";1200;171
60456;1455088416306;"2016-02-10";211;921
12657;1462509375362;"2016-05-06";1580;1340
1919;1459078902606;"2016-03-27";1513;1239
1919;1459078772117;"2016-03-27";2252;1239
53921;1464065393943;"2016-05-24";1040;188
53921;1464065730169;"2016-05-24";2057;188
76766;1455000321520;"2016-02-09";728;25
76766;1455000268053;"2016-02-09";876;25
42642;1461870223267;"2016-04-28";986;82
52488;1460786729166;"2016-04-16";1147;324
34594;1464618735576;"2016-05-30";4287;408
97542;1462708057954;"2016-05-08";2006;848
97542;1462705251434;"2016-05-08";4542;848
97542;1462708397465;"2016-05-08";4582;848
97542;1462707744041;"2016-05-08";1043;848
249;1461773580744;"2016-04-27";3057;133
91596;1454141042487;"2016-01-30";360;24
58245;1459362666598;"2016-03-30";320;1146
29471;1463313417075;"2016-05-15";2323;254
