"externalsessionid";"timestamp";"eventdate";"ordernumber";"pricecents";"totalcents";"quantity";"product_id"
60210;1456520056143;"2016-02-26";37596;292;292;1;171718
38320;1459325917826;"2016-03-30";8881;98;98;1;171811
58604;1458716071839;"2016-03-23";41950;580;2320;4;171876
887;1462000137259;"2016-04-30";31570;1067;1067;1;172020
54577;1463473017758;"2016-05-17";25373;1053;1053;1;172460
85992;1462170693256;"2016-05-02";58453;365;365;1;172524
23270;1456652962424;"2016-02-28";56686;455;455;1;172644
14904;1461753955787;"2016-04-27";37044;317;317;1;172668
49837;1446570745547;"2015-11-03";49190;724;724;1;172782
79165;1460121583762;"2016-04-08";36631;112;112;1;172848
56033;1453894522160;"2016-01-27";91512;491;491;1;173136
70938;1453917129153;"2016-01-27";12127;501;501;1;173138
65300;1455200288608;"2016-02-11";78999;501;501;1;173138
47709;1459779860783;"2016-04-04";16253;2574;2574;1;173172
14736;1456970213446;"2016-03-03";45025;1428;1428;1;173267
81542;1455672458530;"2016-02-17";38374;1031;1031;1;173462
99976;1458626249591;"2016-03-22";62096;1031;1031;1;173462
54296;1463289685476;"2016-05-15";28676;1031;1031;1;173462
99658;1464190347674;"2016-05-25";34434;1031;1031;1;173462
43794;1460608585206;"2016-04-14";14412;491;491;1;173865
45187;1462901901219;"2016-05-10";31481;1399;1399;1;173878
83741;1463173929425;"2016-05-14";95989;1399;1399;1;173878
45522;1462449603565;"2016-05-05";82044;181;181;1;173971
28231;1456923308997;"2016-03-02";41404;2798;2798;1;174044
72450;1457847488335;"2016-03-13";92958;57;57;1;174182
92409;1458920764721;"2016-03-25";27624;7804;7804;1;174337
61518;1458059179857;"2016-03-15";28902;232;232;1;174402
33171;1452629065591;"2016-01-12";93743;443;443;1;174760
9886;1460494603561;"2016-04-12";74159;2998;2998;1;174890
29558;1456723078761;"2016-02-29";81330;407;407;1;175312
19458;1457355054922;"2016-03-07";31003;407;407;1;175312
37267;1454482314004;"2016-02-03";20830;211;211;1;175597
20593;1456812871636;"2016-03-01";36407;613;613;1;175667
97647;1455088288033;"2016-02-10";49663;284;284;1;175884
82196;1460446923469;"2016-04-12";91876;879;879;1;175953
69877;1462967742319;"2016-05-11";73277;1911;1911;1;175972
14946;1456308565857;"2016-02-24";11421;468;468;1;176524
66019;1458558480457;"2016-03-21";85664;1017;2034;2;176803
51918;1450515929264;"2015-12-19";21280;413;413;1;176823
77195;1458837220457;"2016-03-24";53052;449;1347;3;177012
11445;1455271373678;"2016-02-12";22821;2778;2778;1;177051
61622;1461061184247;"2016-04-19";2366;1663;1663;1;178068
76105;1464167772685;"2016-05-25";65949;891;891;1;178105
61309;1454928291234;"2016-02-08";30872;2048;2048;1;178384
45875;1455282717668;"2016-02-12";51364;2048;2048;1;178384
78057;1455884574464;"2016-02-19";14042;2048;2048;1;178384
32235;1456292316805;"2016-02-24";70639;2048;2048;1;178384
28922;1460464285907;"2016-04-12";76095;2048;2048;1;178384
41011;1464418909743;"2016-05-28";42386;491;491;1;178414
38910;1462370497813;"2016-05-04";15034;261;2610;10;178687
11505;1456390927133;"2016-02-25";4441;380;380;1;178944
15827;1461656512421;"2016-04-26";96846;355;355;1;178999
35840;1463935094669;"2016-05-22";48034;1992;1992;1;179024
6771;1460777993025;"2016-04-16";7517;399;399;1;179093
89501;1455554701643;"2016-02-15";23528;2978;2978;1;179757
86328;1458811507575;"2016-03-24";97860;2978;2978;1;179757
39306;1461604219263;"2016-04-25";90245;541;541;1;180193
72370;1462524264575;"2016-05-06";22916;309;309;1;180210
36382;1458615140584;"2016-03-22";56435;1618;1618;1;180484
96916;1460003142729;"2016-04-07";70388;704;704;1;180664
59463;1456214886430;"2016-02-23";64537;560;560;1;180732
10638;1458017414896;"2016-03-15";77114;298;298;1;180947
29636;1454476672084;"2016-02-03";13403;530;2120;4;181138
6107;1456417632777;"2016-02-25";42905;530;2120;4;181138
11661;1460276309393;"2016-04-10";7215;530;2120;4;181138
68181;1460017763671;"2016-04-07";97535;1641;1641;1;182252
21773;1462281071983;"2016-05-03";51490;170;170;1;182560
5114;1460295310978;"2016-04-10";94466;1499;1499;1;182589
93657;1464351881413;"2016-05-27";71734;750;750;1;182749
86529;1454740531900;"2016-02-06";18117;556;556;1;182842
2400;1464090051290;"2016-05-24";83792;867;1734;2;182989
90437;1464436556945;"2016-05-28";10390;232;232;1;183200
44651;1452239786626;"2016-01-08";94490;298;298;1;183277
22115;1460860441868;"2016-04-17";97546;298;298;1;183277
22115;1460868979884;"2016-04-17";35639;298;596;2;183277
44091;1457972141593;"2016-03-14";45408;1144;1144;1;183409
10055;1454958288933;"2016-02-08";94662;1992;1992;1;183879
13076;1460085388842;"2016-04-08";69309;322;322;1;184019
24758;1460997359175;"2016-04-18";51067;1136;4544;4;184124
93153;1459446141705;"2016-03-31";90451;202;202;1;184179
59718;1463298330617;"2016-05-15";93055;653;653;1;184250
22846;1460302430327;"2016-04-10";94394;422;422;1;184268
60726;1463918322729;"2016-05-22";4094;744;744;1;184429
28836;1453451984062;"2016-01-22";70363;2721;2721;1;184504
66915;1454928664193;"2016-02-08";87699;2721;2721;1;184504
27660;1461746804985;"2016-04-27";5385;1734;1734;1;184595
22173;1456669956323;"2016-02-28";29890;410;410;1;184615
45233;1459262502102;"2016-03-29";89238;282;282;1;184644
86762;1459491187458;"2016-04-01";67416;481;1924;4;184921
23790;1454701218188;"2016-02-05";76738;564;564;1;185267
90188;1462774284120;"2016-05-09";82972;286;286;1;185619
32891;1463759707044;"2016-05-20";84056;1038;1038;1;185698
86026;1453414549509;"2016-01-22";78240;1479;1479;1;185990
76423;1459562379165;"2016-04-02";24104;1479;1479;1;185990
53259;1460880055947;"2016-04-17";73423;1911;1911;1;186208
53259;1460887287690;"2016-04-17";84814;1911;1911;1;186208
99443;1463893141158;"2016-05-22";1485;1911;1911;1;186208
69995;1456662951612;"2016-02-28";47580;704;704;1;186376
48765;1462514713751;"2016-05-06";75527;1992;1992;1;186523
20265;1459491779772;"2016-04-01";47494;1031;1031;1;187395
92313;1461927089386;"2016-04-29";62236;1031;1031;1;187395
3316;1461594195529;"2016-04-25";71528;73;73;1;188253
13771;1453903659773;"2016-01-27";41607;1574;1574;1;188261
15121;1453472881406;"2016-01-22";50673;2402;2402;1;188520
26853;1462473328448;"2016-05-05";27193;468;468;1;188544
97567;1452596722607;"2016-01-12";23531;580;580;1;189289
22155;1456853119723;"2016-03-01";94774;2452;4904;2;189488
13408;1464288134064;"2016-05-26";89507;530;530;1;189735
26829;1462007083560;"2016-04-30";36623;372;372;1;189880
8732;1463391780861;"2016-05-16";24048;307;307;1;189986
37894;1464337452662;"2016-05-27";78921;474;474;1;190238
70430;1458721668254;"2016-03-23";50700;175;175;1;190444
59844;1453278448379;"2016-01-20";61087;446;446;1;190726
42449;1463485320344;"2016-05-17";49327;385;385;1;190741
31769;1463075998267;"2016-05-12";61199;530;2120;4;190875
54451;1453712353501;"2016-01-25";79865;271;271;1;191028
66311;1455299857841;"2016-02-12";20350;413;413;1;191330
72999;1460270501561;"2016-04-10";72679;942;942;1;191415
30236;1459959204679;"2016-04-06";89940;309;309;1;191506
95653;1461165832362;"2016-04-20";38443;1017;1017;1;191933
23328;1463585725483;"2016-05-18";58599;461;461;1;192048
97174;1456940248653;"2016-03-02";43150;898;898;1;192138
88787;1457583445537;"2016-03-10";61584;898;898;1;192138
54790;1458107054291;"2016-03-16";15123;1121;1121;1;192373
50618;1454136696981;"2016-01-30";71947;14664;14664;1;192678
53280;1455694144007;"2016-02-17";91599;1067;1067;1;192991
29636;1454476672084;"2016-02-03";13403;671;2684;4;193018
2599;1464628383414;"2016-05-30";74225;545;545;1;193108
81330;1461948269886;"2016-04-29";16045;2288;2288;1;193117
46464;1457453216809;"2016-03-08";93374;324;324;1;193198
65912;1460204309999;"2016-04-09";81543;1552;1552;1;193420
26058;1460385066737;"2016-04-11";32045;1552;1552;1;193420
45466;1461660657157;"2016-04-26";38528;1261;1261;1;194043
25311;1463317850450;"2016-05-15";67167;671;671;1;194091
14806;1457711484730;"2016-03-11";58686;4182;4182;1;194128
29276;1461611582494;"2016-04-25";3287;1629;1629;1;194148
30679;1453199491989;"2016-01-19";11497;156;156;1;194560
80219;1463338614435;"2016-05-15";81716;271;271;1;194582
54790;1458107664572;"2016-03-16";87647;1758;1758;1;194837
50143;1464631626235;"2016-05-30";97067;3517;3517;1;194838
50650;1463560919020;"2016-05-18";28568;142;142;1;194933
62566;1461860027282;"2016-04-28";21247;198;198;1;195095
85941;1458202890537;"2016-03-17";43194;302;302;1;195179
40312;1456941281303;"2016-03-02";82119;149;149;1;195676
21762;1460351543210;"2016-04-11";93674;648;2592;4;195932
83645;1455380814885;"2016-02-13";96475;329;329;1;196241
94896;1454317079780;"2016-02-01";35677;1458;1458;1;196347
31759;1461168764425;"2016-04-20";83635;982;982;1;196539
65282;1464277700472;"2016-05-26";58348;1795;1795;1;196773
66934;1455808591773;"2016-02-18";92982;549;549;1;196880
82695;1456906756151;"2016-03-02";92636;189;189;1;196928
74071;1464214187230;"2016-05-26";4919;307;307;1;196988
38762;1458751987960;"2016-03-23";67866;755;755;1;197208
48177;1458211399959;"2016-03-17";10058;223;892;4;197305
7548;1461059995152;"2016-04-19";40714;867;867;1;197494
93056;1463800666497;"2016-05-21";47870;781;781;1;197515
4496;1457593919249;"2016-03-10";95633;347;347;1;197644
44515;1458835531485;"2016-03-24";93373;347;347;1;197644
6486;1464109137061;"2016-05-24";17025;2077;2077;1;197655
20469;1464668801663;"2016-05-31";14197;267;267;1;197663
34795;1456478593123;"2016-02-26";86956;1144;1144;1;197940
32286;1459582549032;"2016-04-02";27859;1885;1885;1;197961
16003;1460437705157;"2016-04-12";59306;1885;1885;1;197961
38139;1456808992549;"2016-03-01";70844;61;61;1;198105
91044;1464065831228;"2016-05-24";63321;2062;2062;1;198126
12454;1463034615518;"2016-05-12";33773;537;537;1;198199
9870;1460794134287;"2016-04-16";73894;695;695;1;198334
44812;1452331618907;"2016-01-09";82971;458;458;1;198371
86176;1460471980030;"2016-04-12";34442;491;491;1;198375
70193;1462019874895;"2016-04-30";82700;1771;1771;1;198410
70193;1462089863574;"2016-05-01";82700;1771;1771;1;198410
46941;1462119490805;"2016-05-01";98276;1771;1771;1;198410
7283;1456409566764;"2016-02-25";21224;2740;2740;1;198544
48677;1463571881626;"2016-05-18";63189;2740;2740;1;198544
80300;1463393546521;"2016-05-16";1929;474;474;1;198642
10712;1454004196534;"2016-01-28";21776;350;350;1;198734
14997;1461751036157;"2016-04-27";40576;1361;1361;1;198897
61049;1462881427566;"2016-05-10";70515;798;798;1;198933
77767;1463148036648;"2016-05-13";37400;247;247;1;199208
93875;1463376484602;"2016-05-16";96439;247;247;1;199208
38569;1461930054675;"2016-04-29";46915;162;162;1;199518
4496;1457593919249;"2016-03-10";95633;119;119;1;199853
7673;1455117870565;"2016-02-10";56743;471;471;1;200238
20612;1457100220607;"2016-03-04";46834;340;340;1;200340
49568;1461168585546;"2016-04-20";69489;556;556;1;200580
884;1464151260795;"2016-05-25";94385;787;787;1;201278
2966;1454343092801;"2016-02-01";20420;294;294;1;201377
36041;1454686481376;"2016-02-05";19030;294;294;1;201377
30790;1458839456493;"2016-03-24";12961;1243;1243;1;201507
56329;1462016278560;"2016-04-30";18808;695;695;1;201573
28202;1452150808246;"2016-01-07";17852;302;302;1;201608
50014;1459924280286;"2016-04-06";17210;523;523;1;201748
4650;1460540482229;"2016-04-13";59521;278;278;1;201912
72298;1457472265247;"2016-03-09";26131;1038;1038;1;201982
72298;1457472265247;"2016-03-09";26131;1038;1038;1;201982
63899;1463839504259;"2016-05-21";1000;1067;1067;1;203142
15343;1464693648752;"2016-05-31";79080;1596;1596;1;203267
25270;1457454271356;"2016-03-08";90998;365;365;1;203455
17219;1458661922997;"2016-03-22";30697;982;982;1;203536
52942;1462875168788;"2016-05-10";6823;488;488;1;203587
12770;1460535004188;"2016-04-13";65323;221;221;1;203623
97614;1462957402503;"2016-05-11";98144;151;151;1;203776
35085;1463026057498;"2016-05-12";85220;962;962;1;203940
12978;1458889287405;"2016-03-25";71045;1031;1031;1;203948
74076;1462804552310;"2016-05-09";64195;685;685;1;203993
42774;1454309378728;"2016-02-01";58281;63;63;1;204060
86923;1461131968535;"2016-04-20";58623;556;1112;2;204086
22699;1455594572802;"2016-02-16";14979;792;792;1;204096
95946;1455999531242;"2016-02-20";90368;1795;1795;1;205019
8165;1462464211997;"2016-05-05";27055;1795;1795;1;205019
95895;1460461072893;"2016-04-12";38286;1399;2798;2;205390
97668;1459264626746;"2016-03-29";76604;385;385;1;205532
94361;1462538389935;"2016-05-06";26636;1067;1067;1;205595
64435;1458488109343;"2016-03-20";15889;377;377;1;205665
82761;1460206074739;"2016-04-09";45877;1846;1846;1;205700
73809;1460297560176;"2016-04-10";75991;1846;1846;1;205700
15916;1461940950267;"2016-04-29";78122;1846;1846;1;205700
81909;1464368545843;"2016-05-27";15043;1846;1846;1;205700
93760;1464602517220;"2016-05-30";73677;1296;1296;1;206180
23771;1462887671700;"2016-05-10";84909;2778;2778;1;206209
61169;1460391296347;"2016-04-11";11463;744;744;1;206324
72094;1464797214965;"2016-06-01";58451;526;526;1;206564
17174;1461754420104;"2016-04-27";19933;352;352;1;206719
81758;1463648086079;"2016-05-19";89428;322;322;1;206837
6352;1449858384110;"2015-12-11";77288;440;440;1;206972
54687;1462195132365;"2016-05-02";18592;867;3468;4;207076
57630;1460028078984;"2016-04-07";52025;276;276;1;207493
4414;1460643873759;"2016-04-14";30927;399;1596;4;207721
72380;1460958642852;"2016-04-18";90822;3350;3350;1;207810
18390;1456291706723;"2016-02-24";86530;2876;2876;1;207952
86188;1458716864713;"2016-03-23";43675;2876;2876;1;207952
66019;1458558480457;"2016-03-21";85664;530;530;1;208088
18355;1458732691634;"2016-03-23";2271;530;530;1;208088
55154;1461836222210;"2016-04-28";54963;271;271;1;208308
55154;1461837041937;"2016-04-28";71882;271;271;1;208308
3576;1455190600352;"2016-02-11";67142;803;803;1;208434
49568;1461168585546;"2016-04-20";69489;596;596;1;208479
85322;1457895426253;"2016-03-13";67118;380;380;1;208502
37268;1454780828640;"2016-02-06";39131;443;443;1;208631
28526;1465070102449;"2016-06-04";15309;2402;2402;1;208681
16656;1458808478470;"2016-03-24";87236;458;458;1;208887
13884;1460867786595;"2016-04-17";61670;419;419;1;208952
8474;1463164708312;"2016-05-13";87094;962;962;1;209058
23667;1457507390475;"2016-03-09";9590;367;367;1;209219
3942;1457510899504;"2016-03-09";37872;367;734;2;209219
71132;1457672553689;"2016-03-11";92643;367;367;1;209219
7016;1457675541635;"2016-03-11";31110;367;367;1;209219
66502;1457689477561;"2016-03-11";43254;367;367;1;209219
2263;1462910420235;"2016-05-10";52861;367;367;1;209219
11446;1457936971646;"2016-03-14";82945;335;335;1;209245
82609;1453905838200;"2016-01-27";17823;1361;1361;1;209345
80392;1456585989054;"2016-02-27";8253;1361;1361;1;209345
43024;1456665331022;"2016-02-28";47126;1361;1361;1;209345
41057;1460611445830;"2016-04-14";12686;1361;1361;1;209345
30461;1463302662721;"2016-05-15";47101;750;750;1;209574
15898;1461041775197;"2016-04-19";10433;278;278;1;209704
71940;1462715920076;"2016-05-08";89516;576;576;1;209707
6946;1459519127908;"2016-04-01";58763;1060;1060;1;209835
90531;1461566708119;"2016-04-25";28461;592;2368;4;209992
45067;1462867035990;"2016-05-10";35389;592;2368;4;209992
96532;1464705677451;"2016-05-31";92516;428;428;1;210146
97538;1463032100186;"2016-05-12";37058;861;3444;4;210391
97538;1463044805346;"2016-05-12";70428;861;3444;4;210391
69696;1452624984305;"2016-01-12";10829;399;399;1;210421
51193;1453911406283;"2016-01-27";2187;402;804;2;210536
23734;1455702649700;"2016-02-17";42768;365;365;1;210654
3942;1458324876848;"2016-03-18";96246;760;760;1;210956
83197;1459848396586;"2016-04-05";25563;760;760;1;210956
3935;1462330708565;"2016-05-04";97648;446;446;1;211246
94700;1458020605066;"2016-03-15";31022;3666;3666;1;211417
88787;1457583445537;"2016-03-10";61584;1046;1046;1;211448
23007;1464243255847;"2016-05-26";25486;1046;1046;1;211448
60659;1448553024246;"2015-11-26";5743;7082;7082;1;211826
49105;1457534288048;"2016-03-09";4396;1082;1082;1;212147
97537;1456320973153;"2016-02-24";91774;553;553;1;212388
15290;1464599093440;"2016-05-30";23825;635;635;1;212584
32029;1453031264695;"2016-01-17";71342;2257;2257;1;212610
74757;1459570892918;"2016-04-02";40254;331;1324;4;213693
12188;1447092727020;"2015-11-09";16602;584;584;1;213737
21415;1459840295369;"2016-04-05";29192;1710;1710;1;213749
33741;1456322314485;"2016-02-24";91108;204;204;1;213965
91612;1452282197682;"2016-01-08";18780;2180;2180;1;214242
21046;1463300340375;"2016-05-15";39592;2180;2180;1;214242
76473;1461947567168;"2016-04-29";58806;1389;1389;1;214309
35846;1459954273584;"2016-04-06";4753;744;744;1;214603
84572;1460630940276;"2016-04-14";62064;519;519;1;214743
58604;1458716071839;"2016-03-23";41950;333;1332;4;214833
47816;1455426013153;"2016-02-14";20839;849;849;1;215099
95060;1460211515462;"2016-04-09";42430;644;2576;4;215150
20075;1455889375630;"2016-02-19";52098;362;362;1;215179
87571;1459324124678;"2016-03-30";82251;1641;1641;1;215262
14153;1461745300720;"2016-04-27";48775;3984;3984;1;215333
43227;1464171442650;"2016-05-25";23197;1038;1038;1;215337
6486;1464170639360;"2016-05-25";17025;2077;2077;1;215459
5874;1462897964364;"2016-05-10";81993;129;129;1;215552
87832;1460467086860;"2016-04-12";32737;564;564;1;215691
17931;1458470322661;"2016-03-20";60824;367;367;1;216082
20621;1453712613667;"2016-01-25";31953;294;294;1;216343
80706;1452577560435;"2016-01-12";14278;428;428;1;216370
80706;1452586565822;"2016-01-12";74140;428;428;1;216370
80256;1458670566568;"2016-03-22";88416;428;428;1;216370
1877;1461580718703;"2016-04-25";50640;300;300;1;216413
51441;1456203785138;"2016-02-23";36375;657;2628;4;216516
86616;1463411521693;"2016-05-16";72712;1380;1380;1;216636
55493;1462872432103;"2016-05-10";1814;405;405;1;216637
35857;1456862667197;"2016-03-01";94432;898;898;1;216683
71926;1459703163370;"2016-04-03";96316;898;898;1;216683
41840;1455708075577;"2016-02-17";44390;1846;1846;1;216764
24323;1459792010805;"2016-04-04";18257;1846;1846;1;216764
35709;1464531685071;"2016-05-29";55206;1846;1846;1;216764
69048;1462447476006;"2016-05-05";33088;526;526;1;216795
12188;1447092727020;"2015-11-09";16602;440;440;1;217202
89721;1463169429453;"2016-05-13";72599;537;537;1;217559
63062;1460298329307;"2016-04-10";58423;286;286;1;217791
42862;1453458797976;"2016-01-22";79986;798;798;1;217955
94005;1458479739627;"2016-03-20";23285;1820;1820;1;218162
76868;1462342656632;"2016-05-04";91391;4330;4330;1;218246
89573;1460111359859;"2016-04-08";54616;276;276;1;218295
88240;1456131506876;"2016-02-22";8056;1017;1017;1;218327
19452;1456913141215;"2016-03-02";8301;413;413;1;218480
13869;1458548582185;"2016-03-21";50515;176;176;1;218665
68940;1456409249278;"2016-02-25";66695;355;355;1;219130
62064;1455723035164;"2016-02-17";12305;1438;1438;1;219135
40923;1459700736176;"2016-04-03";73377;1438;1438;1;219135
87824;1458455078019;"2016-03-20";30275;653;653;1;219160
72784;1461161845496;"2016-04-20";23784;653;653;1;219160
83545;1461642130512;"2016-04-26";40512;1808;1808;1;219256
57753;1456387942638;"2016-02-25";67921;3566;3566;1;219495
85793;1453897818300;"2016-01-27";69089;1448;1448;1;219827
48335;1462383934863;"2016-05-04";63286;1448;1448;1;219827
14960;1462532138045;"2016-05-06";17242;626;626;1;220024
77299;1461052699804;"2016-04-19";43834;648;648;1;220040
22142;1456926592010;"2016-03-02";88526;375;375;1;220261
47837;1462811121792;"2016-05-09";39417;781;781;1;220319
25124;1460662151241;"2016-04-14";7353;228;228;1;220396
97802;1463243385243;"2016-05-14";23346;228;228;1;220396
45531;1463243347589;"2016-05-14";56585;1193;1193;1;220418
83055;1458549468534;"2016-03-21";76812;95;95;1;220641
6830;1458986680009;"2016-03-26";34413;95;95;1;220641
80659;1460872546602;"2016-04-17";26174;95;95;1;220641
31286;1461736775954;"2016-04-27";60024;1795;1795;1;220764
23325;1454171021266;"2016-01-30";15897;1795;1795;1;220764
43775;1458838479043;"2016-03-24";58530;1795;1795;1;220764
43775;1458899510906;"2016-03-25";58530;1795;1795;1;220764
39121;1454403364429;"2016-02-02";70942;311;311;1;220925
69268;1459503645296;"2016-04-01";31353;2452;2452;1;221432
99403;1455555062386;"2016-02-15";9260;154;154;1;221647
94185;1461862868216;"2016-04-28";48640;523;523;1;221777
59684;1454750082643;"2016-02-06";20318;1399;1399;1;223042
94688;1454322330841;"2016-02-01";5916;1261;1261;1;223796
94185;1460659570013;"2016-04-14";73719;377;377;1;224125
12188;1450305277573;"2015-12-17";56554;471;471;1;224173
11373;1455948022614;"2016-02-20";97847;274;274;1;224281
56166;1458928641444;"2016-03-25";31052;3822;3822;1;224388
21823;1457769632952;"2016-03-12";10954;572;572;1;224932
96378;1458233065552;"2016-03-17";16062;402;1608;4;225094
43171;1461504122972;"2016-04-24";59154;186;372;2;225431
93023;1463928133629;"2016-05-22";7448;90;90;1;225486
21192;1460375238991;"2016-04-11";82730;355;355;1;225870
60726;1463918322729;"2016-05-22";4094;67;67;1;226074
91574;1457205677226;"2016-03-05";28439;1563;6252;4;226190
83156;1461560059330;"2016-04-25";44760;498;498;1;226207
27061;1463067547283;"2016-05-12";3813;405;405;1;226477
74887;1456134785326;"2016-02-22";89662;6985;6985;1;226748
87538;1464108909518;"2016-05-24";9078;2226;2226;1;226910
92513;1455443183025;"2016-02-14";40829;657;657;1;227018
94314;1461732927586;"2016-04-27";1204;657;657;1;227018
31403;1457953571603;"2016-03-14";72028;347;347;1;227289
95903;1459365465838;"2016-03-30";46957;296;592;2;227488
95903;1459569660872;"2016-04-02";76727;296;888;3;227488
26328;1451828969132;"2016-01-03";49674;251;251;1;227826
18571;1454004437826;"2016-01-28";12838;251;251;1;227826
558;1458065619164;"2016-03-15";917;576;576;1;228118
558;1458113939621;"2016-03-16";917;576;576;1;228118
97106;1464148931331;"2016-05-25";95329;576;576;1;228118
57278;1456943346431;"2016-03-02";95790;898;898;1;228131
13230;1460474047998;"2016-04-12";90847;112;112;1;228237
19883;1453812012745;"2016-01-26";25083;252;252;1;228365
77538;1456577329001;"2016-02-27";93379;377;377;1;228639
9969;1456845739076;"2016-03-01";78717;1168;1168;1;228914
50827;1462533912008;"2016-05-06";24614;765;765;1;229052
52078;1461752851791;"2016-04-27";72572;399;798;2;229564
19584;1452624068317;"2016-01-12";17159;215;215;1;229728
9792;1459521464341;"2016-04-01";12170;223;223;1;230187
95897;1454766384077;"2016-02-06";44360;333;333;1;230474
36973;1458111575360;"2016-03-16";37749;333;333;1;230474
19561;1460432106511;"2016-04-12";65821;440;440;1;231020
94890;1461826386907;"2016-04-28";6868;113;113;1;231142
72008;1464456601772;"2016-05-28";46284;367;367;1;231418
66450;1463755954822;"2016-05-20";25245;478;478;1;231434
32306;1459695699430;"2016-04-03";58254;83;83;1;231550
70031;1462436565252;"2016-05-05";74932;600;600;1;231976
59906;1460105470878;"2016-04-08";22813;626;2504;4;232148
35069;1459314831590;"2016-03-30";4622;630;630;1;232412
9692;1464567754964;"2016-05-30";84940;6841;6841;1;232482
28586;1455650718009;"2016-02-16";50811;278;278;1;232519
70876;1463564453320;"2016-05-18";60854;370;370;1;232554
43641;1461217637859;"2016-04-21";23781;100;100;1;232664
44046;1466059292052;"2016-06-16";61404;162;162;1;232739
95806;1461737984188;"2016-04-27";21129;699;699;1;232835
37321;1458625970183;"2016-03-22";69178;377;377;1;233228
13941;1459186496877;"2016-03-28";8910;541;541;1;233660
11125;1463375084969;"2016-05-16";12977;564;564;1;233731
3402;1461127918571;"2016-04-20";75505;347;347;1;233945
28193;1456668470221;"2016-02-28";49269;680;2720;4;234173
58362;1453021600878;"2016-01-17";40753;343;343;1;234291
21366;1454143742213;"2016-01-30";51055;1607;1607;1;234332
49252;1452872116495;"2016-01-15";2944;976;976;1;234384
61169;1460391296347;"2016-04-11";11463;155;155;1;234545
55585;1463388549387;"2016-05-16";20226;375;375;1;234566
56078;1458323680845;"2016-03-18";24566;734;734;1;234834
56078;1458323680845;"2016-03-18";24566;734;734;1;234834
56078;1458323680845;"2016-03-18";24566;734;734;1;234834
94241;1454245958754;"2016-01-31";67011;2435;2435;1;235196
2166;1455370463566;"2016-02-13";98485;1031;1031;1;235235
14641;1462980055776;"2016-05-11";58957;1031;1031;1;235235
36041;1454686481376;"2016-02-05";19030;815;815;1;235284
47286;1456390125929;"2016-02-25";86821;815;815;1;235284
81072;1461059309403;"2016-04-19";13870;2336;2336;1;235709
30675;1458531134096;"2016-03-21";34266;2521;2521;1;235827
71949;1460290012513;"2016-04-10";83854;549;549;1;235836
45349;1455450266537;"2016-02-14";65388;3591;3591;1;235963
98349;1455473315742;"2016-02-14";61636;3591;3591;1;235963
98349;1455488578808;"2016-02-15";71410;3591;3591;1;235963
63719;1455713421859;"2016-02-17";68244;3591;3591;1;235963
47080;1458452011252;"2016-03-20";35757;560;560;1;236042
91990;1461695770756;"2016-04-26";23713;3083;3083;1;236184
48499;1453440893626;"2016-01-22";3317;309;309;1;236227
14380;1456919079692;"2016-03-02";18918;309;309;1;236227
80796;1458923839482;"2016-03-25";81501;343;343;1;236439
87623;1455278573951;"2016-02-12";24226;923;923;1;236702
91740;1455648075766;"2016-02-16";38052;367;367;1;236754
14736;1456970213446;"2016-03-03";45025;326;326;1;237205
51250;1461055838455;"2016-04-19";89881;229;229;1;237290
4696;1456839588408;"2016-03-01";12235;1820;1820;1;237564
30755;1460872308588;"2016-04-17";15550;1261;1261;1;237728
95663;1463133131511;"2016-05-13";28545;600;600;1;237741
76044;1461653443122;"2016-04-26";92343;163;163;1;237838
83248;1460389314627;"2016-04-11";34891;2288;2288;1;238034
55037;1462482516461;"2016-05-06";86653;704;704;1;238282
16914;1456979562589;"2016-03-03";69731;644;644;1;238399
2321;1460725922169;"2016-04-15";82498;298;298;1;238450
57913;1463469553855;"2016-05-17";42166;495;495;1;238787
58077;1464320883954;"2016-05-27";25327;605;605;1;239319
37480;1459838778687;"2016-04-05";29876;2487;2487;1;239591
30934;1464332939348;"2016-05-27";9696;251;251;1;239740
62671;1459859302168;"2016-04-05";4819;1992;1992;1;239990
19560;1460433203159;"2016-04-12";31370;1992;1992;1;239990
70880;1458571843664;"2016-03-21";42647;917;917;1;240025
38127;1457834309025;"2016-03-13";43976;484;484;1;240453
44038;1461991529615;"2016-04-30";32031;375;375;1;240535
85825;1455878303220;"2016-02-19";37988;4330;4330;1;240708
79295;1455185603293;"2016-02-11";88524;212;212;1;240787
85447;1455700491956;"2016-02-17";78328;826;826;1;241386
90905;1458689370025;"2016-03-23";98331;826;826;1;241386
14133;1459761942522;"2016-04-04";6482;826;826;1;241386
90905;1458689370025;"2016-03-23";98331;128;128;1;241673
4121;1453053522065;"2016-01-17";79894;803;803;1;242197
14590;1457516475686;"2016-03-09";77410;803;803;1;242197
70270;1464686287047;"2016-05-31";54789;410;410;1;242888
21210;1456977227712;"2016-03-03";61061;564;564;1;243054
5401;1461667534475;"2016-04-26";36324;1552;1552;1;243060
32345;1459746122701;"2016-04-04";51704;431;431;1;243193
37609;1458057264625;"2016-03-15";33953;776;776;1;243412
95895;1460438178328;"2016-04-12";13034;976;976;1;243559
28417;1464694571441;"2016-05-31";46971;1333;1333;1;243593
3444;1454741847438;"2016-02-06";26049;115;115;1;243759
39573;1460059051750;"2016-04-07";1244;820;820;1;243776
93524;1461934425082;"2016-04-29";4849;537;537;1;244061
