TOWN,TRACT,LON,LAT,MEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO
Newton,3745,-71.132,42.2142,29,0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4
Newton,3746,-71.138,42.2141,24,0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4
Newton,3747,-71.1485,42.211,25.1,0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4
Newton,3748,-71.1491,42.203,31.5,0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4
Natick,3821,-71.2055,42.1875,23.7,0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6
Natick,3822,-71.2035,42.187,23.3,0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6
Natick,3823,-71.1966,42.164,27,0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6
Natick,3824,-71.2138,42.1645,20.1,0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6
Natick,3825,-71.22,42.1782,22.2,0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6
Natick,3826,-71.232,42.1725,23.7,0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6
Framingham,3831,-71.2435,42.163,17.6,0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1
Framingham,3832,-71.2575,42.1618,18.5,0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1
Framingham,3833,-71.262,42.169,24.3,0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1
Framingham,3834,-71.247,42.1703,20.5,0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1
Framingham,3835,-71.255,42.1767,24.5,0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1
Framingham,3836,-71.2475,42.1825,26.2,0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1
Framingham,3837,-71.238,42.191,24.4,0.1403,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1
Framingham,3838,-71.2435,42.1982,24.8,0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1
Framingham,3839,-71.2685,42.1935,29.6,0.08221,22,5.86,0,0.431,6.957,6.8,8.9067,7,330,19.1
Framingham,3840,-71.2807,42.1727,42.8,0.36894,22,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1
Ashland,3851,-71.2895,42.1575,21.9,0.04819,80,3.64,0,0.392,6.108,32,9.2203,1,315,16.4
Ashland,3852,-71.269,42.1482,20.9,0.03548,80,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4
Sherborn,3861,-71.223,42.145,44,0.01538,90,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9
Brookline,4001,-71.0679,42.2073,50,0.61154,20,3.97,0,0.647,8.704,86.9,1.801,5,264,13
Brookline,4002,-71.0727,42.2077,36,0.66351,20,3.97,0,0.647,7.333,100,1.8946,5,264,13
Brookline,4003,-71.0765,42.2075,30.1,0.65665,20,3.97,0,0.647,6.842,100,2.0107,5,264,13
Brookline,4004,-71.08,42.204,33.8,0.54011,20,3.97,0,0.647,7.203,81.8,2.1121,5,264,13
Brookline,4005,-71.079,42.202,43.1,0.53412,20,3.97,0,0.647,7.52,89.4,2.1398,5,264,13
Brookline,4006,-71.0835,42.2,48.8,0.52014,20,3.97,0,0.647,8.398,91.5,2.2885,5,264,13
Brookline,4007,-71.075,42.198,31,0.82526,20,3.97,0,0.647,7.327,94.5,2.0788,5,264,13
Brookline,4008,-71.071,42.203,36.5,0.55007,20,3.97,0,0.647,7.206,91.6,1.9301,5,264,13
Brookline,4009,-71.07,42.2,22.8,0.76162,20,3.97,0,0.647,5.56,62.8,1.9865,5,264,13
Brookline,4010,-71.0725,42.1965,30.7,0.7857,20,3.97,0,0.647,7.014,84.6,2.1329,5,264,13
Brookline,4011,-71.085,42.1925,50,0.57834,20,3.97,0,0.575,8.297,67,2.4216,5,264,13
Brookline,4012,-71.0925,42.2075,43.5,0.5405,20,3.97,0,0.575,7.47,52.6,2.872,5,264,13
Dedham,4021,-71.098,42.154,20.7,0.09065,20,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6
Dedham,4022,-71.087,42.141,21.1,0.29916,20,6.96,0,0.464,5.856,42.1,4.429,3,223,18.6
Dedham,4023,-71.094,42.1355,25.2,0.16211,20,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6
Dedham,4024,-71.0982,42.1445,24.4,0.1146,20,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6
Dedham,4025,-71.117,42.151,35.2,0.22188,20,6.96,1,0.464,7.691,51.8,4.3665,3,223,18.6
Needham,4031,-71.1305,42.1675,32.4,0.05644,40,6.41,1,0.447,6.758,32.9,4.0776,4,254,17.6
Needham,4032,-71.138,42.1733,32,0.09604,40,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6
Needham,4033,-71.1405,42.1632,33.2,0.10469,40,6.41,1,0.447,7.267,49,4.7872,4,254,17.6
Needham,4034,-71.1495,42.173,33.1,0.06127,40,6.41,1,0.447,6.826,27.6,4.8628,4,254,17.6
Needham,4035,-71.1395,42.1813,29.1,0.07978,40,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6
Wellesley,4041,-71.148,42.188,35.1,0.21038,20,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9
Wellesley,4042,-71.166,42.187,45.4,0.03578,20,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9
Wellesley,4043,-71.185,42.1848,35.4,0.03705,20,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9
Wellesley,4044,-71.1775,42.1735,46,0.06129,20,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9
Dover,4051,-71.173,42.1475,50,0.01501,90,1.21,1,0.401,7.923,24.8,5.885,1,198,13.6
Medfield,4061,-71.18,42.1105,32.2,0.00906,90,2.97,0,0.4,7.088,20.8,7.3073,1,285,15.3
Millis,4071,-71.2135,42.1,22,0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,1,300,15.3
Norfolk,4091,-71.195,42.0675,20.1,0.01965,80,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2
Walpole,4111,-71.148,42.0775,23.2,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6
Walpole,4112,-71.1325,42.094,22.3,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6
Walpole,4113,-71.155,42.098,24.8,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6
Westwood,4121,-71.1385,42.1235,28.5,0.03502,80,4.95,0,0.411,6.861,27.9,5.1167,4,245,19.2
Westwood,4122,-71.133,42.1408,37.3,0.07886,80,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2
Westwood,4123,-71.107,42.1307,27.9,0.03615,80,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2
Norwood,4131,-71.109,42.11,23.9,0.08265,0,13.92,0,0.437,6.127,18.4,5.5027,4,289,16
Norwood,4132,-71.118,42.1217,21.7,0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16
Norwood,4133,-71.1309,42.1166,28.6,0.12932,0,13.92,0,0.437,6.678,31.1,5.9604,4,289,16
Norwood,4134,-71.128,42.1108,27.1,0.05372,0,13.92,0,0.437,6.549,51,5.9604,4,289,16
Norwood,4135,-71.121,42.1025,20.3,0.14103,0,13.92,0,0.437,5.79,58,6.32,4,289,16
Sharon,4141,-71.12,42.0725,22.5,0.06466,70,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8
Sharon,4142,-71.1,42.059,29,0.05561,70,2.24,0,0.4,7.041,10,7.8278,5,358,14.8
Sharon,4143,-71.1035,42.0735,24.8,0.04417,70,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8
Canton,4151,-71.0875,42.095,22,0.03537,34,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1
Canton,4152,-71.0625,42.102,26.4,0.09266,34,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1
Canton,4153,-71.0865,42.12,33.1,0.1,34,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1
Milton,4161,-71.0465,42.145,36.1,0.05515,33,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4
Milton,4162,-71.057,42.1525,28.4,0.05479,33,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4
Milton,4163,-71.045,42.159,33.4,0.07503,33,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4
Milton,4164,-71.028,42.1565,28.2,0.04932,33,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4
Quincy,4171,-71.0138,42.1555,22.8,0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4
Quincy,4172,-71.0201,42.16,20.3,0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4
Quincy,4173,-71.016,42.176,16.1,2.63548,0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4
Quincy,4174,-71.0075,42.178,22.1,0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4
Quincy,4175,-71.015,42.167,19.4,0.26169,0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4
Quincy,4176,-71.0075,42.1613,21.6,0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4
Quincy,4177,-71,42.153,23.8,0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4
Quincy,4178,-70.9795,42.158,16.2,0.25356,0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4
Quincy,4179,-70.988,42.1485,17.8,0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4
Quincy,4180,-71.004,42.1425,19.8,0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4
Quincy,4181,-71.01,42.15,23.1,0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4
Quincy,4182,-71.02,42.151,21,0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4
Braintree,4191,-71.0085,42.129,23.8,0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6
Braintree,4192,-70.9975,42.134,23.1,0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6
Braintree,4193,-70.99,42.1367,20.4,0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6
Braintree,4194,-70.9834,42.1375,18.5,0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,5,287,19.6
Braintree,4195,-70.9895,42.1265,25,0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6
Braintree,4196,-71,42.1066,24.6,0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6
Braintree,4197,-70.9995,42.1175,23,0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6
Braintree,4198,-71.01,42.1215,22.2,0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6
Randolph,4201,-71.0275,42.113,19.3,0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9
Randolph,4202,-71.0415,42.115,22.6,0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9
Randolph,4203,-71.025,42.098,19.8,0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9
Holbrook,4211,-71.0115,42.0865,17.1,0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9
Holbrook,4212,-70.996,42.0895,19.4,0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304,16.9
Weymouth,4221,-70.9795,42.0995,22.2,0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2
Weymouth,4222,-70.965,42.101,20.7,0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2
Weymouth,4223,-70.97,42.115,21.1,0.03961,0,5.19,0,0.515,6.037,34.5,5.9853,5,224,20.2
Weymouth,4224,-70.976,42.128,19.5,0.03427,0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2
Weymouth,4225,-70.9602,42.127,18.5,0.03041,0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2
Weymouth,4226,-70.9633,42.1374,20.6,0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2
Weymouth,4227,-70.9675,42.144,19,0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2
Weymouth,4228,-70.965,42.1503,18.7,0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2
Cohasset,4231,-70.8875,42.1465,32.7,0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5
Hull,5001,-70.915,42.16,16.5,0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9
Hingham,5011,-70.937,42.1475,23.9,0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6
Hingham,5012,-70.9325,42.123,31.2,0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6
Rockland,5021,-70.947,42.0725,17.5,0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8
Rockland,5022,-70.9501,42.0825,17.2,0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8
Hanover,5031,-70.9275,42.0795,23.1,0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9
Norwell,5041,-70.92,42.1016,24.5,0.01501,80,2.01,0,0.435,6.635,29.7,8.344,4,280,17
Scituate,5051,-70.855,42.13,26.6,0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7
Scituate,5052,-70.833,42.115,22.9,0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7
Marshfield,5061,-70.83,42.0775,24.1,0.0795,60,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3
Marshfield,5062,-70.81,42.059,18.6,0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3
Duxbury,5071,-70.83,42.0485,30.1,0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,5,187,17
Pembroke,5081,-70.853,42.052,18.2,0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22
Pembroke,5082,-70.8525,42.03,20.6,0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22
Boston Allston-Brighton,1,-71.083,42.2172,17.8,8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2
Boston Allston-Brighton,2,-71.095,42.212,21.7,3.8497,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.2
Boston Allston-Brighton,3,-71.1007,42.21,22.7,5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2
Boston Allston-Brighton,4,-71.093,42.207,22.6,4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2
Boston Allston-Brighton,5,-71.0905,42.2033,25,4.54192,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.2
Boston Allston-Brighton,6,-71.0865,42.21,19.9,3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2
Boston Allston-Brighton,7,-71.081,42.208,20.8,3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2
Boston Allston-Brighton,8,-71.0865,42.215,16.8,4.22239,0,18.1,1,0.77,5.803,89,1.9047,24,666,20.2
Boston Back Bay,101,-71.059,42.2098,21.9,3.47428,0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2
Boston Back Bay,102,-71.0595,42.2075,27.5,4.55587,0,18.1,0,0.718,3.561,87.9,1.6132,24,666,20.2
Boston Back Bay,104,-71.054,42.2052,21.9,3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2
Boston Back Bay,105,-71.0508,42.207,23.1,13.5222,0,18.1,0,0.631,3.863,100,1.5106,24,666,20.2
Boston Back Bay,107,-71.048,42.2105,50,4.89822,0,18.1,0,0.631,4.97,100,1.3325,24,666,20.2
Boston Back Bay,108,-71.0497,42.2125,50,5.66998,0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2
Boston Beacon Hill,201,-71.0422,42.2144,50,6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2
Boston Beacon Hill,202,-71.0417,42.216,50,9.2323,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.2
Boston Beacon Hill,203,-71.0397,42.2182,50,8.26725,0,18.1,1,0.668,5.875,89.6,1.1296,24,666,20.2
Boston North End,301,-71.0339,42.2207,13.8,11.1081,0,18.1,0,0.668,4.906,100,1.1742,24,666,20.2
Boston North End,302,-71.0346,42.2187,13.8,18.4982,0,18.1,0,0.668,4.138,100,1.137,24,666,20.2
Boston Charlestown,401,-71.0367,42.224,15,19.6091,0,18.1,0,0.671,7.313,97.9,1.3163,24,666,20.2
Boston Charlestown,402,-71.034,42.226,13.9,15.288,0,18.1,0,0.671,6.649,93.3,1.3449,24,666,20.2
Boston Charlestown,403,-71.038,42.2265,13.3,9.82349,0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2
Boston Charlestown,404,-71.04,42.2248,13.1,23.6482,0,18.1,0,0.671,6.38,96.2,1.3861,24,666,20.2
Boston Charlestown,405,-71.04,42.2275,10.2,17.8667,0,18.1,0,0.671,6.223,100,1.3861,24,666,20.2
Boston Charlestown,406,-71.046,42.23,10.4,88.9762,0,18.1,0,0.671,6.968,91.9,1.4165,24,666,20.2
Boston East Boston,407,-71.041,42.229,10.9,15.8744,0,18.1,0,0.671,6.545,99.1,1.5192,24,666,20.2
Boston East Boston,501,-71.023,42.2287,11.3,9.18702,0,18.1,0,0.7,5.536,100,1.5804,24,666,20.2
Boston East Boston,502,-71.0215,42.227,12.3,7.99248,0,18.1,0,0.7,5.52,100,1.5331,24,666,20.2
Boston East Boston,503,-71.0245,42.2235,8.8,20.0849,0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2
Boston East Boston,504,-71.0235,42.2213,7.2,16.8118,0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2
Boston East Boston,506,-71.0228,42.2231,10.5,24.3938,0,18.1,0,0.7,4.652,100,1.4672,24,666,20.2
Boston East Boston,507,-71.0215,42.2248,7.4,22.5971,0,18.1,0,0.7,5,89.5,1.5184,24,666,20.2
Boston East Boston,508,-71.0195,42.2255,10.2,14.3337,0,18.1,0,0.7,4.88,100,1.5895,24,666,20.2
Boston East Boston,509,-71.0168,42.2281,11.5,8.15174,0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2
Boston East Boston,510,-71.0109,42.23,15.1,6.96215,0,18.1,0,0.7,5.713,97,1.9265,24,666,20.2
Boston East Boston,511,-71.0035,42.233,23.2,5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2
Boston East Boston,512,-71.02,42.2205,9.7,11.5779,0,18.1,0,0.7,5.036,97,1.77,24,666,20.2
Boston South Boston,601,-71.0167,42.201,13.8,8.64476,0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2
Boston South Boston,602,-71.02,42.1993,12.7,13.3598,0,18.1,0,0.693,5.887,94.7,1.7821,24,666,20.2
Boston South Boston,603,-71.022,42.1996,13.1,8.71675,0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2
Boston South Boston,604,-71.026,42.1993,12.5,5.87205,0,18.1,0,0.693,6.405,96,1.6768,24,666,20.2
Boston South Boston,605,-71.025,42.2024,8.5,7.67202,0,18.1,0,0.693,5.747,98.9,1.6334,24,666,20.2
Boston South Boston,606,-71.023,42.209,5,38.3518,0,18.1,0,0.693,5.453,100,1.4896,24,666,20.2
Boston South Boston,607,-71.033,42.2032,6.3,9.91655,0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2
Boston South Boston,608,-71.0326,42.2011,5.6,25.0461,0,18.1,0,0.693,5.987,100,1.5888,24,666,20.2
Boston South Boston,609,-71.03,42.2015,7.2,14.2362,0,18.1,0,0.693,6.343,100,1.5741,24,666,20.2
Boston South Boston,610,-71.03,42.1988,12.1,9.59571,0,18.1,0,0.693,6.404,100,1.639,24,666,20.2
Boston South Boston,612,-71.0332,42.198,8.3,24.8017,0,18.1,0,0.693,5.349,96,1.7028,24,666,20.2
Boston South Boston,613,-71.0345,42.2001,8.5,41.5292,0,18.1,0,0.693,5.531,85.4,1.6074,24,666,20.2
Boston South Boston,614,-71.032,42.2057,5,67.9208,0,18.1,0,0.693,5.683,100,1.4254,24,666,20.2
Boston Downtown,702,-71.039,42.2198,11.9,20.7162,0,18.1,0,0.659,4.138,100,1.1781,24,666,20.2
Boston Downtown,703,-71.0427,42.209,27.9,11.9511,0,18.1,0,0.659,5.608,100,1.2852,24,666,20.2
Boston Downtown,705,-71.0437,42.205,17.2,7.40389,0,18.1,0,0.597,5.617,97.9,1.4547,24,666,20.2
Boston Downtown,706,-71.0455,42.206,27.5,14.4383,0,18.1,0,0.597,6.852,100,1.4655,24,666,20.2
Boston Downtown,707,-71.0462,42.2075,15,51.1358,0,18.1,0,0.597,5.757,100,1.413,24,666,20.2
Boston Downtown,708,-71.0487,42.2048,17.2,14.0507,0,18.1,0,0.597,6.657,100,1.5275,24,666,20.2
Boston Downtown,709,-71.047,42.203,17.9,18.811,0,18.1,0,0.597,4.628,100,1.5539,24,666,20.2
Boston Downtown,710,-71.0451,42.2015,16.3,28.6558,0,18.1,0,0.597,5.155,100,1.5894,24,666,20.2
Boston Roxbury,801,-71.042,42.1985,7,45.7461,0,18.1,0,0.693,4.519,100,1.6582,24,666,20.2
Boston Roxbury,802,-71.0455,42.1953,7.2,18.0846,0,18.1,0,0.679,6.434,100,1.8347,24,666,20.2
Boston Roxbury,803,-71.0477,42.1965,7.5,10.8342,0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2
Boston Roxbury,805,-71.0498,42.2007,10.4,25.9406,0,18.1,0,0.679,5.304,89.1,1.6475,24,666,20.2
Boston Roxbury,807,-71.0525,42.1989,8.8,73.5341,0,18.1,0,0.679,5.957,100,1.8026,24,666,20.2
Boston Roxbury,808,-71.0586,42.1999,8.4,11.8123,0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2
Boston Roxbury,809,-71.0618,42.199,16.7,11.0874,0,18.1,0,0.718,6.411,100,1.8589,24,666,20.2
Boston Roxbury,810,-71.065,42.2018,14.2,7.02259,0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2
Boston Roxbury,811,-71.0665,42.197,20.8,12.0482,0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2
Boston Roxbury,812,-71.0619,42.1948,13.4,7.05042,0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2
Boston Roxbury,813,-71.059,42.192,11.7,8.79212,0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2
Boston Roxbury,814,-71.0577,42.1967,8.3,15.8603,0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2
Boston Roxbury,815,-71.0558,42.1937,10.2,12.2472,0,18.1,0,0.584,5.837,59.7,1.9976,24,666,20.2
Boston Roxbury,816,-71.0542,42.1961,10.9,37.6619,0,18.1,0,0.679,6.202,78.7,1.8629,24,666,20.2
Boston Roxbury,817,-71.0521,42.194,11,7.36711,0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2
Boston Roxbury,818,-71.0485,42.192,9.5,9.33889,0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2
Boston Roxbury,819,-71.0547,42.189,14.5,8.49213,0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2
Boston Roxbury,820,-71.0505,42.188,14.1,10.0623,0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2
Boston Roxbury,821,-71.052,42.1854,16.1,6.44405,0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2
Boston Savin Hill,901,-71.0495,42.1815,14.3,5.58107,0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2
Boston Savin Hill,902,-71.0475,42.1842,11.7,13.9134,0,18.1,0,0.713,6.208,95,2.2222,24,666,20.2
Boston Savin Hill,903,-71.046,42.1867,13.4,11.1604,0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2
Boston Savin Hill,904,-71.0455,42.1893,9.6,14.4208,0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2
Boston Savin Hill,905,-71.0445,42.1917,8.2,15.1772,0,18.1,0,0.74,6.152,100,1.9142,24,666,20.2
Boston Savin Hill,906,-71.0445,42.1938,8.4,13.6781,0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2
Boston Savin Hill,907,-71.037,42.194,12.8,9.39063,0,18.1,0,0.74,5.627,93.9,1.8172,24,666,20.2
Boston Savin Hill,908,-71.0321,42.1925,10.5,22.0511,0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2
Boston Savin Hill,910,-71.0345,42.185,17.1,9.72418,0,18.1,0,0.74,6.406,97.2,2.0651,24,666,20.2
Boston Savin Hill,911,-71.034,42.189,14.8,5.66637,0,18.1,0,0.74,6.219,100,2.0048,24,666,20.2
Boston Savin Hill,912,-71.0378,42.1892,15.4,9.96654,0,18.1,0,0.74,6.485,100,1.9784,24,666,20.2
Boston Savin Hill,913,-71.0405,42.192,10.8,12.8023,0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2
Boston Savin Hill,914,-71.0425,42.189,11.8,10.6718,0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2
Boston Savin Hill,915,-71.039,42.1868,14.9,6.28807,0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2
Boston Savin Hill,916,-71.037,42.184,12.6,9.92485,0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2
Boston Savin Hill,917,-71.04,42.182,14.1,9.32909,0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2
Boston Savin Hill,918,-71.0428,42.1845,13,7.52601,0,18.1,0,0.713,6.417,98.3,2.185,24,666,20.2
Boston Savin Hill,919,-71.046,42.181,13.4,6.71772,0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2
Boston Savin Hill,920,-71.041,42.1795,15.2,5.44114,0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2
Boston Savin Hill,921,-71.034,42.179,16.1,5.09017,0,18.1,0,0.713,6.297,91.8,2.3682,24,666,20.2
Boston Savin Hill,922,-71.04,42.177,17.8,8.24809,0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2
Boston Savin Hill,923,-71.0455,42.1768,14.4,9.51363,0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2
Boston Savin Hill,924,-71.051,42.178,14.1,4.75237,0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2
Boston Dorchester,1001,-71.0517,42.1735,12.7,4.66883,0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2
Boston Dorchester,1002,-71.0515,42.17,13.5,8.20058,0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2
Boston Dorchester,1003,-71.0475,42.169,14.9,7.75223,0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2
Boston Dorchester,1004,-71.043,42.169,20,6.80117,0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2
Boston Dorchester,1005,-71.043,42.1728,16.4,4.81213,0,18.1,0,0.713,6.701,90,2.5975,24,666,20.2
Boston Dorchester,1006,-71.035,42.1745,17.7,3.69311,0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2
Boston Dorchester,1007,-71.031,42.1695,19.5,6.65492,0,18.1,0,0.713,6.317,83,2.7344,24,666,20.2
