Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
86380,2643,13500,3,0,0,6102
48321,0,0,0,0,0,6102
78130,0,37251,15,900,2,6120
25333,0,11229,16,300,2,6099
54522,0,21221,45,2500,5,6125
75413,0,31726,18,0,0,6094
292533,0,64186,15,1000,2,6095
114932,8559,3150,13,1650,12,6092
18932,0,24660,22,0,0,6091
35997,0,71171,19,900,5,6088
136664,0,36024,15,0,0,6086
173191,0,31503,13,0,0,6084
16528,0,250,2,0,0,6081
119932,0,22463,26,5177,11,6077
144171,0,33200,15,0,0,6073
77109,0,60000,7,0,0,6071
144973,0,23703,14,0,0,6280
75027,0,1390,3,500,1,6067
96387,0,43512,20,0,0,6065
34854,0,750,5,650,4,6063
44307,0,7944,8,0,0,6060
73836,0,64748,19,0,0,6087
20126,0,0,0,0,0,6053
56268,0,33447,14,100,1,6017
25629,0,107308,36,600,2,5966
70774,0,32635,31,1400,14,5931
6371,0,1404,8,0,0,5905
95595,0,12060,14,0,0,5877
51843,0,40997,17,0,0,5859
84868,0,33187,15,0,0,6057
79629,0,2550,2,50,1,6091
58620,0,2125,10,0,0,6051
70380,0,74399,12,0,0,6050
93473,0,20257,15,0,0,6049
131621,0,27846,31,6047,11,6045
195563,0,16715,13,0,0,6042
21138,0,4500,2,0,0,6031
93319,0,270,3,100,1,6043
56606,3818,61634,14,100,1,6039
38763,0,34652,13,0,0,6037
16430,0,8528,12,0,0,6036
61440,0,8156,25,0,0,6032
206648,0,5132,16,2450,11,6030
323273,0,9000,5,500,1,6028
76702,0,21568,17,0,0,6025
19348,0,17059,19,0,0,6022
31669,0,8384,15,0,0,6018
40902,0,4850,7,1350,5,6018
16906,0,2750,15,0,0,6017
65508,0,14000,7,2500,5,6015
10152,0,0,0,0,0,6010
21461,0,40806,28,0,0,6011
28979,0,6494,12,0,0,6010
24711,0,3193,11,500,1,6009
301447,0,63866,18,500,1,6004
234308,0,21078,15,200,1,6007
37832,0,0,0,0,0,6004
135168,0,29156,16,300,2,6002
134650,0,40232,17,2055,2,6000
20665,0,19947,16,0,0,5997
5546,0,2631,6,0,0,5995
91736,0,26724,14,0,0,5994
444159,0,0,0,0,0,5993
94167,0,6500,4,500,1,5990
132256,0,15040,24,899,3,5988
149959,0,85844,51,1400,4,5986
104338,0,2500,1,0,0,5982
38312,0,37419,14,0,0,5980
1860,0,65,2,0,0,5976
54337,0,2131,9,230,1,5976
218763,8753,11650,6,1150,3,5975
26204,967,4030,6,2930,4,5989
27876,0,0,0,0,0,5972
115533,0,8867,15,0,0,5968
129412,0,62510,21,0,0,5982
172110,9325,21382,23,950,3,5944
143378,0,3000,4,1500,3,5905
120476,0,9406,14,0,0,5870
15835,0,112171,16,0,0,5825
289351,0,147787,35,500,1,5789
32141,0,3500,14,0,0,5768
967,0,980,2,0,0,5716
20281,0,0,0,0,0,5567
111072,0,50533,19,350,1,5541
2111,0,100,1,0,0,5962
322454,0,44591,23,250,1,5961
4600,0,140,1,0,0,5959
23390,0,1650,3,150,1,5958
210496,0,9022,24,4900,19,5953
40189,0,0,0,0,0,5952
21747,0,0,0,0,0,5638
212051,0,76256,23,2993,6,5523
266200,0,5000,1,0,0,5583
54148,0,40233,14,350,1,5949
25512,0,0,0,0,0,5393
28519,0,2125,2,0,0,5405
219387,0,105913,21,150,2,5951
163964,0,11385,11,0,0,5948
49736,0,3200,4,700,3,6038
10084,0,500,1,500,1,5946
22988,0,9347,14,1200,4,5944
17739,0,437,4,0,0,5941
152426,0,6000,6,2000,4,5939
34428,0,2625,10,0,0,5938
124030,0,61599,16,0,0,5934
17336,0,2375,12,0,0,5934
290012,0,64360,18,650,2,5931
29125,0,10930,14,0,0,5945
83848,0,28202,14,0,0,5927
133264,0,74067,21,0,0,5926
124869,0,30116,16,0,0,5924
39233,0,27545,13,0,0,5920
13050,0,13617,16,0,0,5920
90855,0,23992,13,0,0,5919
44824,0,21107,19,2000,4,5916
3663,0,894,10,0,0,5916
44293,0,21920,21,100,1,5913
31319,0,7552,5,0,0,5912
40757,0,14002,11,0,0,5912
130356,0,150,1,150,1,5910
125077,0,21881,14,0,0,5905
226826,0,91660,21,500,1,5906
38150,0,16688,15,0,0,5854
20342,0,3291,9,0,0,5829
45781,0,6498,13,0,0,5801
144525,0,2833,4,0,0,5785
37571,0,7197,15,0,0,5762
112013,0,24943,14,0,0,5734
30638,0,48963,16,0,0,5696
55997,0,68320,23,0,0,5899
11447,0,1945,13,0,0,5902
17778,0,0,0,0,0,5897
13375,4301,15732,43,9200,28,5916
118572,0,21426,19,0,0,5892
13720,0,0,0,0,0,5884
11030,0,0,0,0,0,5884
8651,0,41586,22,950,5,5882
281626,0,53521,16,0,0,5878
26367,0,19649,15,0,0,5874
120945,0,4300,4,300,2,5871
2843,0,44130,35,7450,20,5869
11782,0,0,0,0,0,5864
89480,0,2946,4,1946,3,5902
20702,0,30451,24,1100,5,5856
15108,0,2850,16,0,0,5876
24917,0,16239,13,150,1,5857
132910,0,75540,46,250,1,5856
61227,0,6957,10,0,0,5647
2117,0,769,7,0,0,5609
38964,0,35166,26,3200,8,5553
20498,0,7826,20,7226,18,5491
131554,0,64937,15,0,0,5428
55661,0,15107,13,0,0,5387
84949,0,41854,15,0,0,5336
139897,0,21065,28,50,1,5329
155587,0,6893,9,0,0,5279
24310,0,2815,6,0,0,5266
106115,0,16197,21,500,1,5219
238641,0,61971,15,850,2,5849
70671,0,0,0,0,0,5850
31593,0,3128,12,0,0,5846
101397,0,19173,12,0,0,5847
133052,0,17424,15,0,0,5843
37252,0,15774,19,0,0,5842
15241,0,0,0,0,0,5840
21101,0,7171,32,0,0,5839
80612,0,32334,20,0,0,5839
45542,0,59012,14,0,0,5835
5274,0,2074,11,0,0,5834
101089,0,23503,17,0,0,5834
7560,0,0,0,0,0,5833
255797,0,62107,16,0,0,5832
192046,0,54818,52,1200,3,5829
370596,0,50120,12,0,0,5826
141491,0,63060,6,0,0,5827
89527,0,22206,14,0,0,5821
330644,0,0,0,0,0,5822
49430,0,31471,16,0,0,5822
114070,0,16293,24,250,1,5818
124004,0,9982,12,0,0,5815
10497,0,0,0,0,0,5815
8327,0,2900,4,150,1,5814
25463,0,7973,14,0,0,5813
85036,0,43825,21,0,0,5807
11449,0,24415,11,0,0,5864
54392,0,0,0,0,0,5807
52577,0,441,12,0,0,5804
80174,0,500,1,0,0,5804
96827,1094,12100,19,8100,17,5801
9489,0,5359,14,0,0,5807
57587,0,2620,6,0,0,5799
131306,0,32115,15,0,0,5797
39985,0,15103,21,0,0,5794
71627,0,3225,9,600,2,5793
161396,0,26695,11,1000,2,5792
81300,0,3750,5,250,3,5791
66015,0,26706,30,2676,7,5790
7800,0,200,1,0,0,5787
27348,0,3084,4,0,0,5824
153554,0,11786,6,1750,4,5784
42990,0,5345,3,0,0,5804
16664,0,0,0,0,0,5778
37618,0,17385,7,0,0,5818
53384,0,16907,12,0,0,5778
43326,0,1100,7,1100,7,5776
113683,0,11821,12,0,0,5773
77930,0,37541,35,3600,18,5773
27625,0,27799,16,500,1,5772
33835,0,2280,7,1000,2,5771
170049,3692,10232,16,750,2,5770
154664,0,73881,33,0,0,5769
36935,0,34448,17,0,0,5766
67904,0,81,1,0,0,5764
57434,0,11140,16,0,0,5770
11031,0,1600,5,0,0,5762
78268,0,6172,13,500,1,5758
98213,0,68013,29,0,0,5755
9430,0,11323,13,0,0,5756
5195,0,33050,3,50,1,5755
9793,0,3100,2,0,0,5755
34690,0,18124,14,0,0,5752
138368,0,68663,13,0,0,5755
63547,0,31745,14,0,0,5748
217130,0,51202,20,0,0,5745
14106,0,475,4,0,0,5749
44026,0,12282,18,634,1,5738
62183,1896,38635,18,0,0,5738
165534,0,71312,18,1000,2,5736
45358,0,14507,9,0,0,5735
72325,0,56792,16,0,0,5731
190285,0,69262,16,348,1,5728
235567,0,16106,15,0,0,5728
305519,0,79216,27,650,3,5724
161546,0,8042,6,600,2,5722
38884,0,2850,13,500,1,5729
42040,1000,14189,17,4034,13,5717
96988,0,7761,14,0,0,5715
24394,0,3250,3,250,1,5713
354641,0,77694,29,3600,9,5710
39313,0,24091,16,0,0,5706
468,0,26650,14,550,3,5708
146014,0,26366,17,700,3,5822
42999,0,33801,12,350,1,5653
37163,0,19318,14,0,0,4988
6158,0,27754,14,0,0,5546
108904,0,19931,17,0,0,5255
25168,0,500,1,500,1,5547
68454,0,13667,12,0,0,5559
70877,0,8956,15,0,0,5696
1057,0,433,5,0,0,5622
35342,0,70454,12,0,0,5534
16992,0,0,0,0,0,5582
2558,0,6264,10,0,0,5581
196093,0,14000,3,0,0,5595
269558,0,10000,1,0,0,5472
88500,0,2500,2,0,0,5090
8719,0,2000,9,0,0,5671
36936,0,2875,16,0,0,5492
427357,0,6027,12,0,0,5587
258422,0,48708,17,0,0,5657
75428,0,7539,14,0,0,5609
34383,0,22956,12,0,0,5611
82120,0,8000,3,0,0,5619
34546,0,1500,2,0,0,5612
92641,0,5265,6,0,0,5568
95100,0,1250,3,1250,3,5671
19960,0,0,0,0,0,4896
47150,0,39561,18,0,0,5577
1650,0,1250,3,250,1,5554
100992,0,8144,16,409,2,5422
68610,0,6115,12,0,0,5349
75684,0,27320,9,0,0,5316
42438,0,519,10,0,0,5349
17645,0,60978,20,0,0,5660
24545,0,0,0,0,0,5671
84633,0,10771,10,0,0,5479
103891,1388,140573,21,1150,3,5699
39847,0,95918,38,150,1,5694
47938,0,12656,13,0,0,5708
88929,0,44932,20,650,2,5694
129866,0,66150,30,0,0,5692
22585,0,3430,3,0,0,5689
47394,0,31347,19,2150,5,5688
73640,0,10192,14,0,0,5156
247743,0,51296,20,500,1,5087
295008,0,136704,27,0,0,5028
117543,4116,32355,21,600,2,4954
102803,0,90605,20,0,0,5701
89945,0,14218,16,350,1,5680
739476,0,24215,8,322,1,5678
69337,0,17740,13,0,0,5667
140866,0,15906,17,0,0,5672
25634,2505,0,0,0,0,5663
82078,0,40279,9,0,0,5664
33327,0,1000,1,0,0,5664
95783,0,14506,13,0,0,5659
27591,0,8209,34,1800,16,5659
82114,0,58335,15,0,0,5658
15917,2586,105449,25,200,2,5653
140511,0,32105,16,0,0,5651
375927,0,18202,30,1100,3,5652
28223,0,8625,12,0,0,5651
33129,0,30775,14,500,1,5647
1625,0,1375,4,0,0,1547
52819,0,37535,15,1000,2,5645
3507,1745,14500,7,0,0,5643
14769,0,500,1,0,0,5639
37215,0,8199,8,0,0,5637
115655,0,64968,21,500,1,5631
179251,0,14775,16,200,2,5629
24418,0,12533,13,0,0,5626
34562,0,1770,9,250,3,5622
144570,0,49052,15,0,0,5617
24813,0,4066,10,0,0,5225
48803,0,72129,14,0,0,5107
22116,0,20809,14,0,0,5463
8516,0,0,0,0,0,5566
36079,0,22506,22,150,1,5323
16872,0,28964,7,0,0,5479
62895,0,8500,4,0,0,5520
7383,0,7225,11,2750,7,5238
2261,0,15062,2,0,0,5556
66950,0,17303,20,2000,8,5464
84856,0,6894,13,0,0,5547
71128,2919,17950,17,4450,11,5162
39654,0,1625,6,0,0,5518
25214,0,1000,1,0,0,5598
48775,0,17494,15,0,0,5588
81952,0,64754,22,0,0,5427
46535,0,25891,14,150,1,5399
23130,0,5032,10,0,0,5500
100443,0,12744,21,0,0,5492
139664,0,63706,14,0,0,5505
31769,0,0,0,0,0,5464
60170,0,17235,14,0,0,5351
33373,0,0,0,0,0,5427
59385,0,22914,11,0,0,5476
210040,0,77333,39,0,0,5517
23379,0,11712,25,0,0,5499
22372,0,14766,12,0,0,4950
23120,0,4231,7,0,0,5615
46157,0,1625,3,500,1,5609
94896,0,38127,15,500,1,5602
12091,0,29271,15,0,0,5609
56451,0,9302,11,0,0,5597
106309,0,21873,22,1200,4,5594
121853,0,18120,18,2000,4,5589
4137,0,15891,19,0,0,5588
21676,0,15392,15,100,1,5584
36644,0,14506,13,0,0,5583
77102,0,13175,20,1850,6,5581
32214,11148,12717,10,0,0,5576
42351,0,28959,14,0,0,5594
34450,0,26996,7,0,0,5566
4151,0,375,3,0,0,5570
60646,888,57011,18,50,1,5559
44331,0,2850,3,350,1,5555
76742,0,17910,13,0,0,5547
27993,0,6000,3,0,0,5542
67770,0,23960,15,0,0,5539
30554,0,38243,25,0,0,5324
123646,0,12450,30,2450,29,5069
837979,0,18372,15,1450,4,5373
6584,0,0,0,0,0,5118
17489,0,5565,4,0,0,5380
28941,0,2935,6,0,0,4692
19085,0,827,11,0,0,5244
56480,0,35841,31,500,1,5401
8320,0,0,0,0,0,5164
13640,0,1500,5,0,0,4923
14739,0,1800,4,800,3,5332
30594,0,3250,12,0,0,5017
11162,0,0,0,0,0,4950
15964,0,0,0,0,0,5325
5583,0,3147,14,0,0,5365
38822,0,2000,9,0,0,5304
2305,0,0,0,0,0,5105
39372,0,4296,10,0,0,5190
25125,0,1875,8,0,0,5147
10288,0,1250,3,0,0,5532
135149,0,15300,19,3800,17,5267
4916,0,900,3,800,2,5107
163976,0,39098,18,2594,4,4922
207021,0,3600,4,100,1,5412
104442,0,38180,23,1450,5,5029
131992,0,12504,16,0,0,5372
2278,0,0,0,0,0,5175
34086,0,19669,18,1500,3,5344
8740,0,1250,3,0,0,5395
241918,0,40945,13,0,0,5379
26748,0,11981,14,0,0,5408
65969,0,2550,5,1050,3,5419
10009,0,0,0,0,0,5353
378759,0,28904,9,2303,4,5408
40965,10098,9850,11,1850,6,5429
57509,0,52449,19,150,1,5441
71503,0,7819,17,0,0,5080
110247,0,13690,16,0,0,5272
83572,745,101110,27,1700,5,5231
106234,5124,11160,26,0,0,5238
28205,0,101685,16,0,0,5267
7239,0,15835,15,0,0,5343
63638,0,0,0,0,0,5155
31967,0,1600,4,350,2,5101
97752,0,3676,10,0,0,5309
8327,0,0,0,0,0,5268
10179,0,5321,15,0,0,4989
23786,0,16950,4,0,0,5364
33020,0,6155,25,1500,3,5322
35316,0,1250,4,500,1,5330
146086,0,6950,17,6950,17,5345
15352,0,1350,4,0,0,5359
13522,0,5000,1,0,0,5162
13949,0,0,0,0,0,5374
99405,0,14150,11,2150,9,5400
50016,0,13495,14,0,0,4548
23696,0,5577,10,0,0,5531
55384,967,0,0,0,0,5309
166465,0,98717,30,0,0,5531
95207,0,30652,30,2348,8,5531
80431,0,2150,2,150,1,5531
49288,0,12538,19,600,2,5353
81291,0,10522,14,1430,1,5154
48877,0,11761,35,371,2,5371
164884,0,35226,18,1734,2,5283
29707,0,300,3,0,0,5275
26325,0,14559,20,1310,2,5521
28553,0,13844,5,0,0,5517
152421,0,17045,20,500,1,5510
17699,0,0,0,0,0,5505
70565,2408,25261,15,750,2,5499
15450,0,50,1,50,1,5499
71736,0,53602,25,50,1,5485
37926,0,25153,7,0,0,5845
58628,0,22581,13,0,0,5471
31007,0,5700,6,1200,4,5465
11494,0,8425,15,4700,11,5487
27469,0,1,3,0,0,5461
44760,0,3105,6,100,2,5455
7210,0,2402,13,0,0,5449
92402,0,40825,14,0,0,5443
22831,0,4500,15,0,0,5442
59113,0,46808,32,0,0,5435
24608,0,62774,21,0,0,5430
16103,0,10819,13,0,0,5427
51261,0,2000,4,2000,4,4904
24698,0,1329,5,500,1,4267
88177,0,53468,19,400,1,5080
74453,0,5500,3,0,0,5181
39601,0,4066,12,0,0,5434
1227,0,0,0,0,0,5786
138254,0,24100,9,0,0,5420
18046,0,162,4,0,0,5416
108395,0,8598,8,0,0,5416
21839,0,1375,4,0,0,5411
11542,0,49100,16,1500,3,5405
41648,0,32117,35,2200,5,5408
39908,0,45824,29,0,0,5394
14889,0,1500,2,0,0,5393
103796,0,63335,26,250,1,5021
69323,0,5140,2,0,0,4786
21599,0,5561,13,0,0,5302
60936,0,56381,17,0,0,5051
148053,0,10250,2,250,1,5301
10702,0,200,2,200,2,5272
249,0,1000,1,0,0,5204
36290,0,8600,13,2600,9,5111
157416,0,67795,16,0,0,5132
1511,0,2250,11,0,0,5051
184701,0,45629,13,500,1,4989
139298,0,0,0,0,0,4965
82380,0,2601,13,0,0,5071
115591,867,9500,20,2500,16,4967
107333,0,4374,5,1874,4,5063
737514,0,43993,40,2150,7,5030
23023,0,0,0,0,0,5087
43403,1846,3350,12,3350,12,3930
15719,0,5740,13,0,0,4974
128676,0,8500,3,0,0,5164
8836,0,4788,6,808,3,4544
94875,0,58314,25,800,7,4736
27243,0,6785,12,0,0,4606
64969,0,1135,13,0,0,4996
6112,0,0,0,0,0,5072
71784,0,39276,20,0,0,4936
31484,0,3125,11,0,0,4117
17995,0,0,0,0,0,4994
40994,0,26916,15,500,1,5078
286101,1000,72965,31,3000,11,4666
205219,0,30347,19,0,0,4792
74777,0,20630,8,0,0,5384
218191,0,24630,17,0,0,5240
22132,0,0,0,0,0,5150
83508,1514,11268,13,2176,2,5069
88122,0,19408,13,0,0,5174
152284,0,77045,38,1648,10,4996
4146,0,3750,9,0,0,5210
25272,0,0,0,0,0,5189
21855,0,200,3,0,0,5383
63454,0,49068,13,0,0,5383
24292,0,6558,10,0,0,5276
60168,0,44133,16,0,0,4313
9554,0,2710,3,0,0,5064
30130,0,9192,15,0,0,4993
12665,0,4125,24,0,0,4539
9860,0,99,1,99,1,5055
10069,0,200,1,0,0,4933
2224,0,0,0,0,0,5098
40576,0,0,0,0,0,5118
5667,0,5667,4,0,0,4937
59791,0,3254,7,0,0,4602
128664,8019,44298,16,50,1,5155
126947,0,2350,2,350,1,5167
189235,0,20487,20,0,0,5282
38604,0,625,5,0,0,5184
73008,0,12930,18,0,0,5050
62942,500,4752,8,2121,6,5070
33057,763,5190,5,0,0,4828
42572,0,21809,14,100,1,5070
38671,0,2200,9,1000,5,5192
5320,0,2275,9,0,0,5084
228529,0,24687,14,500,1,4924
46272,0,5720,10,800,3,5092
113758,0,12616,14,0,0,5199
105458,0,750,4,700,2,4924
39946,0,16951,14,0,0,5282
92859,0,33378,15,0,0,5185
25158,0,52278,17,0,0,5079
82270,0,24612,6,0,0,5270
97155,0,10004,3,0,0,5244
153197,0,14712,17,100,1,5189
55864,0,3691,6,500,1,5251
23890,0,35574,19,0,0,5031
46545,1000,0,0,0,0,5066
7354,0,0,0,0,0,5050
45031,0,1000,1,0,0,5227
16125,0,23288,17,0,0,5210
200,0,200,1,200,1,5254
195754,0,98535,40,2550,9,5202
54189,0,8940,17,0,0,4791
15439,0,490,3,0,0,5147
56308,0,2500,3,1000,2,4688
1000,0,0,0,0,0,4769
45412,0,1100,3,1100,3,5163
21582,0,10811,15,0,0,4695
16866,0,0,0,0,0,5072
86011,0,31769,18,0,0,5381
31786,0,2661,10,0,0,5380
16994,0,1550,3,1050,2,5379
5824,0,0,0,0,0,5401
17587,0,17587,7,0,0,5367
1000,0,0,0,0,0,5367
91670,0,48193,17,1000,2,5365
92800,0,62042,23,350,1,5358
31134,0,20108,17,0,0,5352
57002,0,2570,13,0,0,5350
66516,0,45406,16,200,1,5311
18154,0,7748,16,0,0,5310
320997,2556,82255,24,0,0,5345
14345,0,50752,16,0,0,5487
43603,0,17100,4,100,1,5335
1836,0,850,4,350,3,5329
156041,0,5644,13,0,0,5324
49145,0,12755,22,2450,7,5323
11648,0,475,4,0,0,5318
14525,0,4625,28,0,0,5317
10689,0,2750,15,0,0,5315
37552,0,100,1,0,0,5340
210350,0,56754,14,0,0,5302
26156,0,23831,16,0,0,5297
32061,0,1100,6,0,0,5295
355145,0,61926,29,806,8,5288
6000,0,0,0,0,0,5286
30892,0,11474,11,0,0,5283
29263,0,15184,13,0,0,5279
221432,0,31975,21,0,0,5275
43761,0,5398,16,0,0,5268
21393,0,5040,2,0,0,5262
108950,0,3300,9,3300,9,5259
25089,0,40763,19,550,2,5259
77709,0,36028,19,100,2,5253
22533,1000,22206,17,100,1,5248
25302,0,11312,13,0,0,5245
11908,0,0,0,0,0,5240
176982,0,2299,9,0,0,5234
8723,0,77923,15,0,0,5231
9071,0,1647,9,0,0,5225
144848,0,37056,15,0,0,5219
130364,0,62083,15,250,1,5213
15592,4924,37173,13,0,0,5209
25404,0,2125,7,500,1,5203
34584,0,6962,21,1500,7,5202
32313,0,29188,27,0,0,5397
168897,0,37451,24,400,2,5189
68891,1697,37257,14,500,1,5178
18068,0,0,0,0,0,5174
137134,0,92740,20,0,0,5170
26561,0,100,1,0,0,4926
22093,0,14857,11,200,1,2587
58538,1739,48670,19,500,2,4352
29667,0,5304,19,0,0,4841
88093,0,15518,13,343,1,4660
472241,500,3600,12,3500,11,5045
62569,0,33765,19,50,1,4888
20982,0,44238,18,0,0,4716
44665,0,333,2,333,2,3601
22639,0,1840,4,0,0,5168
120152,0,6250,27,3750,26,4497
51402,0,4375,14,0,0,4978
32749,0,450,3,450,3,5050
170309,0,66546,20,4130,4,5009
18924,0,4000,18,0,0,5168
61919,0,39163,14,350,1,5157
193547,0,3544,12,0,0,5153
57927,0,1500,3,1500,3,5149
161321,0,59645,21,0,0,5147
66936,2370,3450,5,950,4,5147
72178,0,2100,10,0,0,5139
33964,0,300,3,0,0,5128
94272,0,11098,16,0,0,5121
53360,0,7251,5,6251,4,5120
3578,0,0,0,0,0,5114
29342,0,5835,4,0,0,5153
28228,0,12948,13,300,1,5108
118601,0,51240,19,0,0,5105
24660,0,7206,14,0,0,5136
147822,0,42469,18,0,0,5107
190208,0,37122,38,1800,6,5091
2625,0,125,1,0,0,5087
49438,0,33912,14,0,0,5085
24930,0,13060,9,0,0,5084
89835,0,9058,11,0,0,5080
46734,0,10007,18,0,0,5080
315273,0,12584,9,4084,4,5079
50,0,50,1,50,1,5073
97416,0,63679,29,0,0,5093
127768,0,65264,21,250,1,5064
139882,0,47089,15,0,0,4859
10740,0,0,0,0,0,4926
57330,0,380,3,0,0,4986
33560,0,2600,14,0,0,4604
53210,0,11422,10,0,0,4993
9795,0,0,0,0,0,4960
16984,0,10334,15,0,0,4884
46349,0,33923,20,1100,2,4856
118079,0,43298,16,500,1,4867
29632,0,0,0,0,0,4898
164307,0,21704,14,0,0,4023
13490,0,0,0,0,0,4870
36296,0,5780,6,0,0,4600
190429,6168,27500,11,1500,3,4974
120447,0,53804,15,350,1,4840
35094,0,4000,11,0,0,4944
208804,0,56204,31,500,1,4429
30662,0,0,0,0,0,4996
157452,0,45312,18,0,0,4471
24266,0,2375,12,0,0,4111
49991,0,44146,27,2510,4,4803
42275,925,4100,6,1600,5,4712
59162,0,2520,7,0,0,4726
109625,0,63372,19,500,1,5056
30486,0,0,0,0,0,5051
240904,2288,63385,22,350,1,5045
266776,0,8370,30,6520,28,5042
20818,0,15214,4,0,0,5036
106509,0,1113,7,0,0,5036
65982,0,1750,4,750,3,5030
9002,0,1586,9,0,0,4933
16088,0,17872,15,0,0,4563
10079,0,569,8,0,0,4651
48863,0,71013,18,1050,3,4925
137402,0,950,6,200,3,4685
71076,1000,10000,1,0,0,4820
20630,0,2045,4,0,0,4643
119180,1467,9275,20,1300,6,4657
54116,1846,34997,14,0,0,4848
36665,0,1625,6,0,0,4747
507371,0,51765,18,450,1,4770
48721,0,18781,12,300,3,4672
391222,0,27471,20,1600,7,4905
88668,0,9889,15,100,1,4903
46074,0,2193,11,0,0,4419
1923,0,1170,2,0,0,4615
46030,0,4375,27,0,0,4566
31236,0,2250,13,0,0,4523
18351,0,0,0,0,0,4744
4779,0,600,2,0,0,4926
124775,1704,11564,8,700,2,4847
66923,0,17139,12,0,0,4875
24008,0,540,3,0,0,4901
118415,2329,4475,10,100,1,4545
2793,0,8000,3,0,0,4588
70464,0,4000,4,1000,2,4889
71930,0,32774,13,500,1,4300
126484,0,5942,13,3192,11,4758
39503,0,16671,18,2339,2,4884
7291,0,0,0,0,0,4104
4838,0,23592,16,500,1,5024
73811,0,25394,14,1000,2,5021
156219,0,55874,24,0,0,5015
114376,0,33949,15,0,0,5009
23965,0,7308,16,550,3,5003
45766,0,4550,11,1300,7,5002
57857,1099,62650,37,12400,29,4996
19998,0,4309,13,0,0,4995
29506,0,4826,16,500,2,4993
6020,1505,0,0,0,0,4986
27989,0,25369,16,2729,2,4981
21933,0,27166,15,550,1,4974
58758,0,6500,38,0,0,4974
86069,0,35282,21,0,0,4972
8350,0,2125,10,0,0,4967
26862,0,15510,15,0,0,4965
133853,0,68136,14,0,0,4960
72623,0,0,0,0,0,4957
36887,0,9048,11,0,0,4951
49737,0,60922,22,550,2,4946
53869,0,6750,26,0,0,4940
5264,0,0,0,0,0,4496
132132,6920,20443,18,1310,4,3916
319241,0,71867,36,0,0,4692
333346,2139,52013,31,4309,12,4469
22459,0,104,2,0,0,4215
65021,0,10369,12,0,0,3547
44205,0,28340,13,0,0,3676
18433,0,3174,9,0,0,3930
6341,0,3658,12,0,0,3706
3641,0,1164,3,0,0,3603
39207,0,965,3,0,0,3757
63362,0,16331,15,350,1,3544
220267,0,8500,4,0,0,4716
329,0,23492,14,0,0,4868
22424,0,648,2,0,0,3951
36805,0,13018,16,0,0,3799
63437,0,7160,15,0,0,4595
8962,4481,0,0,0,0,4198
7922,0,0,0,0,0,4491
113731,0,1700,5,700,4,4482
12612,0,0,0,0,0,4170
45916,0,675,6,500,2,2818
51324,0,20533,14,0,0,4408
412,0,13000,1,0,0,4761
8103,0,2750,15,0,0,4776
91237,0,78864,26,0,0,4321
17388,0,0,0,0,0,4232
52046,0,1058,8,683,7,3456
50015,0,20839,16,50,1,4497
45340,0,14063,16,500,1,4660
200963,0,6164,4,150,1,4782
85884,0,7742,9,0,0,4692
4236,0,3000,7,0,0,4148
55843,0,6000,3,0,0,4341
43000,0,1273,4,173,1,4646
5573,0,1958,17,0,0,3714
2080,0,0,0,0,0,4635
43686,0,4039,12,0,0,4328
11001,0,255,5,0,0,4315
10146,0,26633,12,0,0,4509
35062,0,16237,26,0,0,4152
11866,0,6139,9,0,0,4667
41048,0,1195,3,0,0,4856
25004,0,1113,3,0,0,4860
194074,1448,12500,6,0,0,4701
65952,0,34770,14,0,0,4827
265532,0,4652,13,0,0,4849
61286,0,1500,5,0,0,4755
118177,0,20910,18,402,1,4811
183370,0,30988,14,12988,9,4848
98608,0,969,12,0,0,4663
22529,0,5115,20,3400,16,4865
2502,0,15500,4,500,1,4761
123430,0,49987,17,0,0,4798
36219,0,4044,10,0,0,4595
61405,250,32316,20,1350,8,4828
3789,0,181,3,0,0,4756
16065,0,0,0,0,0,4456
404142,0,75509,13,0,0,4784
28733,0,0,0,0,0,4650
26965,0,7346,13,0,0,4653
278437,0,50888,26,0,0,4744
5074,0,500,1,0,0,4730
43338,0,1000,4,1000,4,4275
23551,0,2375,12,0,0,4663
32015,0,6000,6,0,0,4574
65435,0,1000,2,500,1,4786
39079,0,3070,5,0,0,4750
108616,0,36476,13,0,0,4644
80154,0,47270,14,0,0,4352
25563,0,303,8,0,0,3511
18007,0,33237,15,0,0,4665
51752,0,25962,20,0,0,4631
21540,0,1188,9,0,0,4791
233057,0,102840,11,0,0,4791
196079,0,56890,21,0,0,4791
276607,0,11430,14,6430,11,4791
20681,0,0,0,0,0,4939
155278,0,27200,16,0,0,4926
194949,0,10121,13,4621,10,4930
307260,783,40533,24,250,1,4791
105588,0,22973,3,0,0,4805
41366,0,27148,15,0,0,4806
59445,0,5500,21,500,2,4843
130920,2643,30299,20,1100,6,4793
49777,2360,12241,12,0,0,4777
58778,0,28325,13,0,0,4919
38224,0,2587,10,0,0,4824
93700,0,58745,14,0,0,4827
533120,0,120983,18,0,0,4827
34941,0,23718,16,0,0,4755
115197,0,17638,24,0,0,4820
31230,0,815,5,815,5,4931
98604,0,17490,15,0,0,4919
385195,0,0,0,0,0,4903
136104,0,68988,51,2069,8,4916
23984,0,2737,14,0,0,4905
169947,0,48140,21,0,0,4895
71264,0,94161,17,1000,2,4903
71610,0,20918,14,0,0,4895
151152,0,13635,21,1100,1,4895
