"grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,205,21,1,1,0,434,463.59
10,0,"White",1,0,1,0,1,0,0,0,1,1,1,1,1,0,200,18,1,1,0,434,443.26
9,1,"Hispanic",0,0,1,0,1,NA,NA,NA,1,0,NA,1,1,0,800,20,1,1,1,991,478.25
11,0,"Hispanic",0,1,1,0,1,1,1,1,0,0,0,0,1,0,225,25,1,1,1,991,512.21
10,1,"Hispanic",1,1,1,0,1,1,0,1,0,0,0,0,1,0,450,30,1,1,1,991,486.34
10,1,"Hispanic",1,1,1,0,0,1,1,1,1,1,1,1,1,0,225,25,1,1,1,991,588.64
10,0,"Black",1,1,1,1,1,NA,NA,NA,0,0,0,0,1,1,225,22,1,1,1,991,496.72
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,275,30,1,1,0,1233,615.64
10,0,"White",1,1,NA,0,0,NA,0,1,1,1,1,1,1,1,NA,27,1,1,0,1233,443.34
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,1233,561.38
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,1233,442.38
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,NA,23,1,1,0,1233,527.38
10,0,"Hispanic",1,1,1,NA,0,1,NA,0,1,1,1,1,1,1,225,27,1,1,0,1233,430.39
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,1,1,0,1233,547.64
10,1,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1233,454.52
10,1,"White",1,1,1,NA,0,1,NA,1,1,1,1,1,1,0,275,28,1,1,0,1233,398.96
10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,225,30,1,1,0,1233,496
9,1,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1233,534.12
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1233,593.85
10,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,1233,561.62
9,1,"Black",0,0,0,0,NA,0,1,1,NA,1,NA,1,0,0,60,NA,1,1,1,1400,272.38
10,0,"Black",0,1,1,NA,1,NA,NA,0,1,1,NA,1,0,0,360,30,1,1,1,1400,455.97
10,0,"White",0,0,1,0,0,1,0,0,1,1,1,1,1,0,360,38,1,1,1,1400,459.06
11,1,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,0,1,0,90,20,1,1,1,1400,439.85
10,1,"Hispanic",1,0,1,0,1,0,NA,1,0,0,0,0,1,0,90,30,1,1,1,1400,296.35
10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,270,24,1,1,1,1400,437.92
10,0,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,0,1,0,NA,27,1,1,1,1400,401.87
11,1,"Hispanic",1,0,1,0,0,1,0,1,0,0,0,1,1,0,1200,22,1,1,1,1400,527.23
10,0,"Hispanic",1,1,1,0,0,0,0,1,1,1,0,0,1,1,240,30,1,1,1,1400,592.13
10,1,"Hispanic",0,1,1,0,1,0,0,1,0,0,0,0,0,0,240,25,1,1,1,1400,530.36
10,1,"Hispanic",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30,1,1,1,1400,357.6
10,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,1,1,0,240,22,1,1,1,1400,438.48
10,0,"White",1,1,0,0,1,1,0,1,1,1,1,1,1,1,70,90,1,1,0,1079,518.41
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,NA,NA,1,1,0,1079,386.22
9,1,"Black",1,0,1,1,1,1,NA,1,1,1,1,1,0,0,NA,NA,1,1,0,1079,308.77
11,0,"Black",1,1,0,0,1,NA,0,1,1,1,1,1,0,0,90,25,1,1,0,1079,335.3
9,0,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,1,1,1,85,30,1,1,0,1079,504.19
10,1,"Asian",0,1,NA,NA,1,NA,NA,1,1,0,0,1,1,0,NA,25,1,1,0,1079,496.13
10,1,"White",NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,0,450,20,1,1,0,1079,286.41
9,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,0,0,0,0,180,20,1,1,0,1079,391.27
10,0,"More than one race",1,1,1,1,1,1,0,NA,1,1,1,1,1,0,0,30,1,1,0,1079,525.16
9,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,90,NA,1,1,0,1079,461.25
10,1,"White",1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,NA,1,1,0,1079,537.73
10,1,"White",0,1,1,1,0,1,1,1,1,1,1,1,1,1,90,25,1,1,0,1079,520.42
10,1,"Black",1,1,1,0,0,1,0,0,1,1,1,1,1,0,90,14,1,1,0,1079,422.93
11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,160,20,1,1,1,1900,588.08
10,1,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,200,20,1,1,1,1900,568.84
10,0,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,160,20,1,1,1,1900,413.31
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,180,15,1,1,1,1900,540.3
10,1,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,0,150,30,1,1,1,1900,523.7
10,1,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,0,220,NA,1,1,1,1900,439.53
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,200,20,1,1,1,1900,633.2
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1560,17,1,1,1,1900,482.26
10,0,"White",1,1,1,0,0,NA,NA,NA,1,1,NA,1,1,0,160,20,1,1,1,1900,509.19
10,0,"White",1,1,1,NA,0,1,1,1,1,1,1,1,1,0,320,15,1,1,1,1900,366.36
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,160,20,1,1,1,1900,690.45
11,0,"Hispanic",1,1,1,0,1,0,0,1,1,1,0,1,1,1,240,20,1,1,1,1900,590.06
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,365,24,1,1,0,712,625.02
11,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,400,28,1,1,0,712,496
10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,0,0,325,32,1,1,0,712,444.9
10,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,NA,NA,1,1,0,712,515.37
9,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,30,1,1,0,712,603.39
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,375,30,1,1,0,712,622.95
10,1,"White",0,0,1,1,0,1,1,1,1,NA,NA,1,1,1,NA,7,1,1,0,712,581.34
10,1,"More than one race",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,24,1,1,1,1640,635.7
10,1,"Black",1,1,1,0,0,1,1,1,1,1,1,1,1,1,225,11,1,1,1,1640,504.86
11,0,"Black",1,1,1,1,1,1,1,1,0,0,0,0,1,0,225,25,1,1,1,1640,624.62
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,36,0,1,1,1619,423.4
11,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,25,1,1,1,1619,517.69
10,1,"Hispanic",1,1,1,NA,1,NA,NA,NA,0,0,0,0,1,0,300,30,1,1,1,1619,498.13
11,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,290,23,1,1,1,1619,370.98
10,1,"White",1,0,1,0,1,1,0,0,1,1,1,1,1,0,300,20,1,1,0,690,573.73
11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,25,1,1,0,690,569.4
10,0,"White",1,1,1,1,0,0,0,0,1,1,1,1,1,1,250,20,1,1,0,690,562.34
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,20,1,1,0,690,505.78
11,0,"More than one race",1,1,1,1,1,1,1,1,1,0,0,1,1,1,220,21,1,1,0,690,573.54
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,20,1,1,0,690,602.37
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,280,20,1,1,0,690,558.09
10,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,1,0,1200,24,1,1,0,926,438.24
11,0,"White",0,0,0,0,1,1,0,1,1,1,1,1,1,0,250,30,1,1,0,926,441.43
10,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,1,0,250,25,1,1,0,926,462.62
10,1,"White",0,0,0,0,1,0,0,NA,1,1,1,1,0,0,250,30,1,1,0,926,537.81
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,27,1,1,0,926,471.19
10,1,"Hispanic",0,1,1,0,0,0,0,1,1,0,0,0,1,0,NA,12,1,1,0,926,487.31
10,0,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,1,255,25,1,1,0,979,556.3
9,0,"White",1,1,1,NA,0,1,NA,1,1,1,1,1,1,0,NA,NA,1,1,0,979,334.19
10,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,NA,0,400,NA,1,1,0,979,330.26
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,425,32,1,1,0,979,444.05
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,285,35,1,1,0,979,529.61
10,0,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,450,26,1,1,0,979,394.8
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,1,0,979,378.28
10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,450,23,1,1,0,979,505.75
10,0,"White",0,1,1,0,1,1,NA,1,1,1,1,1,1,0,270,26,1,1,0,979,425.22
10,0,"White",1,1,NA,1,1,1,1,1,1,1,1,1,1,1,225,20,1,1,0,358,649.56
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,18,1,1,0,358,679.27
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,26,1,1,0,358,568.69
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,25,1,1,0,358,603.79
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,225,30,1,1,0,358,533.08
10,1,"White",0,0,1,NA,1,1,NA,1,1,1,1,1,1,0,225,26,1,1,0,358,280.8
10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,358,483.7
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,16,1,1,0,358,508.07
10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,275,18,1,1,0,421,429.04
10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,225,17,1,1,0,421,449.23
11,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,421,406.42
10,1,"White",0,0,1,NA,1,1,NA,1,1,1,1,1,1,0,275,18,1,1,0,421,518.65
10,1,"White",1,1,0,0,1,0,0,0,1,1,1,1,0,1,30,21,1,1,0,421,497.81
10,0,"Black",1,1,0,0,1,1,0,0,NA,1,0,1,1,1,55,18,1,1,0,421,397.34
10,0,"White",0,1,0,0,1,1,1,1,1,1,1,1,1,1,250,15,1,1,0,421,432.93
10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,275,20,1,1,0,421,435.23
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,55,87,1,1,0,421,646.31
10,0,"More than one race",1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,36,1,1,0,421,370.25
9,0,"White",0,0,1,1,1,1,0,1,1,1,1,1,1,0,275,18,1,1,0,421,366.04
10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,300,21,1,1,0,421,427.21
10,1,"White",0,1,1,0,1,0,0,1,1,1,1,1,1,0,250,15,1,1,0,421,352.95
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,385,NA,1,1,0,421,373.91
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,17,1,1,0,421,378.04
9,0,"White",1,1,1,0,0,1,1,1,1,1,0,1,1,0,300,25,1,1,0,1064,525.32
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,25,1,1,0,1064,707.08
10,0,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,250,20,1,1,0,1064,606.66
10,1,NA,1,1,1,0,0,1,0,1,1,1,1,1,1,0,275,25,1,1,0,1064,431.27
10,1,"Hispanic",1,1,1,1,0,1,1,1,1,0,0,1,1,1,220,25,1,1,0,1064,574.93
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,20,1,1,0,1064,524.1
9,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,0,1,60,20,1,1,0,1064,484.02
11,0,"More than one race",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,250,NA,NA,1,0,1064,512.29
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,1064,456.44
10,1,"White",1,1,1,NA,1,1,1,0,1,1,1,1,1,1,250,10,1,0,0,331,533.72
10,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,2025,30,1,0,0,331,647.96
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,675,16,1,0,0,331,467.02
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,20,1,0,0,331,631.53
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,22,1,1,0,1680,546.77
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1680,530.48
10,0,"White",0,1,NA,0,1,NA,1,0,1,1,1,1,1,0,200,20,1,1,0,1680,524.84
11,1,"White",1,1,1,0,1,1,1,0,1,1,1,1,1,1,200,25,1,1,0,1680,597.78
11,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,200,NA,1,1,0,1680,322.88
11,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,1680,500.94
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,1680,589.68
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,25,1,1,0,1680,560.58
10,0,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,200,25,1,1,0,1680,671.96
11,1,"White",1,0,1,0,1,1,0,0,1,1,1,1,1,0,135,30,1,1,0,1680,424.22
11,0,"White",1,0,1,NA,0,1,NA,1,1,1,1,1,1,0,NA,25,1,1,1,1046,456.6
10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1046,529.07
10,1,"White",0,0,1,1,1,1,NA,1,1,1,1,1,1,0,NA,30,1,1,1,1046,387.82
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,285,28,1,1,1,1046,569.4
10,0,"White",0,1,1,0,1,1,0,NA,1,1,1,1,0,0,295,31,1,1,1,1046,506.25
11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,420,30,1,1,1,1046,509.11
10,1,"White",0,1,1,1,1,1,NA,1,1,1,1,1,1,0,150,30,1,1,1,1046,596.25
11,0,"White",0,1,1,0,1,NA,0,1,1,1,1,1,0,1,200,18,1,1,1,1046,516.02
11,1,"White",1,1,NA,NA,1,1,NA,1,1,1,1,1,1,0,300,NA,1,1,1,1046,398.08
10,0,"White",0,1,1,1,1,1,NA,1,1,1,1,1,1,1,270,20,1,1,1,1378,586.88
10,0,"Hispanic",0,1,1,0,1,1,1,1,1,1,1,1,1,0,285,20,1,1,1,1378,740.44
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,28,1,1,1,1378,649.24
10,0,"White",1,0,1,1,1,0,0,1,1,1,1,1,1,0,50,25,1,1,1,1378,353.33
10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,180,30,1,1,1,1378,551.06
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,23,1,1,1,1378,485.22
10,0,"White",1,1,1,NA,1,1,1,0,1,1,1,1,1,1,1080,20,1,1,1,1378,486.07
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,285,30,1,1,1,1378,645.51
10,0,"White",0,1,0,0,0,1,0,1,1,1,1,1,0,1,NA,30,1,1,1,1378,525.64
10,1,"White",0,0,1,1,1,1,0,1,1,1,1,1,NA,0,NA,30,1,1,1,1378,421.65
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,1,1378,657.5
10,1,"Hispanic",1,1,1,0,1,1,1,1,1,1,1,1,1,0,450,54,1,1,1,1378,442.33
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,1378,727.57
10,1,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,1,270,23,1,1,1,1378,606.19
12,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,5,0,1,1,1378,544.95
10,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,300,30,1,1,0,898,568.6
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,898,450.25
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,45,25,1,1,0,898,506.87
10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,60,30,1,1,0,898,562.82
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,25,1,1,0,898,545.59
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,22,1,1,0,898,517.29
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,25,1,1,0,898,709.06
10,0,"White",1,1,1,0,1,1,NA,1,1,1,1,1,1,0,NA,21,0,1,0,898,479.08
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,898,440.87
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,20,1,1,0,898,550.08
10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,300,20,1,1,0,898,499.58
10,1,"Black",1,0,0,0,1,1,0,1,1,1,1,1,1,0,300,25,1,1,0,898,377.48
10,1,"Hispanic",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,898,517.53
11,1,"White",0,1,1,0,0,1,0,0,1,1,1,1,0,0,250,35,1,1,1,NA,577.82
10,1,"Asian",1,1,1,0,1,1,0,0,1,0,0,1,1,1,285,25,1,1,1,NA,607.32
10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,362.57
10,1,"Black",1,1,1,1,0,1,NA,1,1,1,1,1,1,0,300,27,1,1,1,NA,508.31
11,0,"White",0,1,1,NA,1,1,NA,1,1,1,1,1,1,0,300,30,1,1,1,NA,520.55
10,0,"Black",0,1,NA,0,1,1,0,1,1,1,1,1,0,0,300,23,1,1,1,NA,427.13
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,30,1,1,1,NA,517.77
10,1,"Asian",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,40,1,1,1,2085,568.2
10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,1,2085,493.64
10,1,"Asian",1,0,1,0,0,1,0,1,1,0,0,0,1,0,270,24,1,1,1,2085,512.24
10,0,"More than one race",1,1,1,1,1,1,1,1,1,1,0,1,1,1,300,40,1,1,1,2085,562.97
11,0,"Asian",1,1,1,0,0,1,0,1,1,0,0,0,1,0,290,40,1,1,1,2085,482.9
11,1,"Asian",1,1,1,0,1,1,1,1,1,0,0,0,1,0,500,35,1,1,1,2085,682.11
10,1,"Hispanic",1,0,0,0,0,NA,NA,NA,1,0,0,0,1,0,250,25,1,1,1,2085,461.17
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,280,30,1,1,1,2085,675.3
10,0,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,2085,545.18
10,1,"Asian",1,1,1,1,0,1,1,1,0,0,0,1,1,1,270,22,1,1,1,2085,557.69
10,1,"Hispanic",1,1,1,1,1,1,1,1,1,0,0,0,1,0,54,40,1,1,1,2085,345.65
10,0,"Asian",1,1,1,0,1,1,1,1,0,0,0,0,1,1,250,30,1,1,1,2085,515.31
10,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,1,315,20,1,1,0,1380,514.51
10,1,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,255,20,1,1,0,1380,420.29
10,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,1,200,12,1,1,0,1380,400.57
10,1,"More than one race",1,1,1,0,0,1,0,1,1,1,1,1,1,0,230,25,1,1,0,1380,526.67
11,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,0,230,25,1,1,0,1380,598.01
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,25,1,1,0,1380,565.44
11,1,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,230,20,1,1,0,1380,550
10,1,"More than one race",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,15,1,1,0,1380,467.26
10,1,"White",1,1,1,0,1,NA,NA,NA,1,1,NA,1,1,0,215,10,NA,1,0,1380,425.18
10,0,"Hispanic",0,1,1,0,0,1,0,0,1,1,1,1,0,1,90,3,0,1,1,6694,581.8
11,0,"White",1,1,0,0,1,1,0,0,1,1,1,1,1,1,225,30,0,1,1,6694,636.22
9,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,1,0,300,18,0,1,1,6694,476.16
11,1,"White",1,1,1,0,0,1,1,0,1,1,1,1,1,1,NA,1,0,1,1,6694,601.71
9,0,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,1,0,NA,40,0,1,1,6694,383.76
11,0,"White",1,1,1,1,0,1,1,1,1,0,0,1,1,0,240,30,1,1,1,2203,708.11
10,1,"White",1,1,1,0,1,1,0,1,1,0,0,1,1,0,240,25,1,1,1,2203,551.28
11,0,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,0,800,20,0,1,1,2203,540.81
10,1,"Asian",1,1,1,0,1,1,1,1,1,0,0,0,1,0,220,18,1,1,1,2203,644.27
10,1,"Asian",1,1,1,1,1,NA,NA,NA,1,0,NA,0,1,0,200,20,1,1,1,2203,572.93
11,1,"White",1,1,1,NA,0,0,0,0,1,1,0,1,1,0,200,25,1,1,1,2203,567.71
10,1,"White",1,1,1,0,1,1,0,0,0,0,1,1,1,0,240,20,1,1,1,2203,575.01
10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,200,13,1,1,1,2203,715.1
10,1,"Black",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,245,22,1,1,1,1095,542.14
11,1,"White",0,1,1,NA,1,1,NA,1,0,0,0,1,1,0,250,35,1,1,1,1095,545.99
10,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,225,35,1,1,1,1095,494.44
11,0,"Asian",1,1,0,0,1,1,0,1,0,0,0,0,1,1,250,26,1,1,1,1095,579.73
10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,40,1,1,1,1095,499.02
10,0,"Hispanic",1,0,0,0,1,0,0,1,0,0,0,0,1,0,250,30,1,1,1,1095,473.21
10,1,"Hispanic",0,1,0,0,1,0,0,1,1,0,0,0,1,0,75,25,1,1,1,1095,479.37
10,0,"More than one race",1,1,1,0,NA,1,0,1,1,0,0,1,1,1,250,35,1,1,1,1095,608.73
10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,245,40,1,1,1,1095,595.61
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,90,35,1,1,0,1812,544.62
11,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,240,24,1,1,0,1812,581.74
11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,258,20,1,1,0,1812,473.76
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1812,535.81
10,1,"White",1,0,0,0,1,0,0,0,1,1,1,1,NA,0,900,16,1,1,0,1812,401.13
10,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,1,0,261,30,1,1,0,1812,452.83
11,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,240,28,1,1,0,1812,585.67
11,1,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,258,30,1,1,0,1812,446.5
10,1,"Hispanic",0,1,0,0,1,0,0,1,1,0,0,1,0,1,300,30,0,1,1,NA,519.13
11,1,"Hispanic",0,1,NA,NA,0,NA,NA,1,1,0,0,1,1,0,300,18,1,1,1,NA,491.72
11,0,"Hispanic",0,1,NA,0,1,NA,0,NA,0,0,0,0,0,0,720,NA,NA,1,1,NA,312.18
10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,36,1,1,1,NA,485.52
11,1,"Black",1,1,1,1,1,1,1,1,1,0,0,NA,1,0,300,30,1,1,1,NA,466.78
10,0,"Hispanic",1,1,1,0,1,1,1,1,0,0,0,0,1,0,225,12,0,1,1,NA,417.76
10,1,"Hispanic",1,0,0,0,0,0,0,1,1,0,0,1,1,0,300,23,0,1,1,NA,457.16
10,0,"Hispanic",0,0,NA,0,0,NA,NA,1,1,0,0,0,0,0,100,16,0,1,1,NA,332.68
10,1,"Black",1,1,1,0,1,NA,NA,NA,1,1,1,1,1,0,100,24,1,1,0,1750,369.3
11,1,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,30,1,1,0,1750,530.52
11,0,"Black",1,1,1,1,1,1,1,1,1,1,0,1,0,1,NA,28,1,1,0,1750,618.02
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,450,25,1,1,0,1750,518.65
10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1750,545.26
10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,1,450,30,1,1,0,1750,579.73
10,1,"Black",1,1,1,1,0,1,1,1,1,1,1,1,1,0,90,25,1,1,0,1750,477.05
11,0,"Black",1,1,1,0,0,1,0,0,1,1,1,1,1,1,450,22,1,1,0,1750,516.98
10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,1,450,22,1,1,0,1750,524.05
11,0,"Black",0,1,1,1,1,1,1,1,0,1,1,1,1,1,450,20,1,1,0,1750,490.76
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,28,1,1,0,1750,584.66
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,450,21,1,1,0,1750,525.15
10,1,"White",NA,0,1,NA,1,1,NA,1,1,1,1,1,1,0,NA,NA,1,1,0,1750,363.69
10,0,"Black",0,0,1,0,1,1,0,1,1,1,1,1,1,1,650,30,1,1,0,1750,451.99
10,0,"Hispanic",0,0,1,0,1,1,0,1,1,1,1,1,1,0,600,42,0,1,1,626,370.41
10,1,"Hispanic",1,1,1,0,0,0,0,0,1,0,0,1,1,0,NA,NA,NA,1,1,626,271.18
