"grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,9,1,0,1,366,523.3
10,1,"Hispanic",1,1,1,1,1,1,1,0,1,0,1,0,1,0,210,30,1,1,0,996,537.01
10,1,"White",1,1,1,1,1,NA,NA,NA,1,1,NA,1,1,0,275,30,1,1,1,2162,477.21
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,552.16
11,0,"White",1,0,1,0,1,1,NA,1,1,1,1,1,1,0,225,61,1,1,0,347,598.24
11,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,30,1,1,1,1392,560.59
10,0,"Black",1,1,1,0,1,1,1,0,1,1,1,1,1,0,270,30,1,1,0,2402,455.97
10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,150,40,1,1,1,2942,522.9
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,663.84
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,25,1,1,0,930,512
10,1,"Black",1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,0,NA,NA,1,1,0,1750,411.71
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,320,18,1,0,1,575,577.43
10,0,"White",1,1,1,0,1,1,0,1,1,0,1,1,1,1,225,20,1,1,0,1327,462.32
10,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,149,338.04
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,600,26,1,1,0,987,622.07
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,270,27,1,1,0,1680,676.1
10,1,"White",1,1,1,0,1,0,0,1,1,1,1,1,0,0,350,24,1,1,0,899,517.93
11,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,250,25,1,1,0,926,699.21
10,0,"White",1,NA,1,0,1,1,0,1,1,1,1,1,1,1,270,30,1,1,0,2402,519.44
11,0,"White",0,1,1,1,0,1,1,1,1,1,1,1,1,0,200,20,1,1,0,1680,666.24
11,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,210,25,1,1,1,1640,595.45
10,0,"Hispanic",0,1,1,0,0,1,0,1,1,1,0,0,1,0,240,30,1,0,1,575,664.34
11,1,"Black",1,1,1,0,1,NA,NA,NA,1,0,0,1,1,0,270,25,1,0,1,570,431.83
10,1,"Hispanic",0,1,1,0,0,1,0,1,1,0,0,0,1,0,330,25,1,1,1,1763,563.79
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,358,473.12
10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1087,494.84
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,25,1,1,1,1988,462.32
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,25,1,1,0,930,604.52
10,0,"Asian",0,0,0,0,1,1,0,1,1,0,1,1,1,1,390,25,1,1,0,1273,700.64
9,1,"Hispanic",0,1,0,0,0,1,0,1,0,0,0,0,1,0,350,20,1,1,0,1101,487.95
12,1,"Asian",1,1,1,0,0,1,1,1,0,0,0,1,1,0,210,25,1,1,0,1680,726.37
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,25,1,1,0,1233,555.03
10,0,"Black",1,0,1,NA,1,1,NA,1,1,0,0,1,1,1,240,20,1,1,1,989,509.19
10,1,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,0,NA,16,1,1,0,808,460.93
10,1,"White",1,0,1,0,0,0,0,1,1,1,1,1,1,0,275,30,1,1,0,1347,391.51
10,0,"White",1,1,1,0,1,0,0,0,1,1,1,1,1,0,275,25,1,1,0,1375,451.92
11,0,"Black",1,1,1,1,1,NA,NA,NA,1,1,NA,1,0,1,60,NA,1,1,0,100,255.78
10,1,"Black",1,0,1,NA,1,NA,NA,NA,1,1,NA,1,1,0,90,20,1,1,1,914,314.55
9,1,"Black",0,0,NA,0,1,0,0,1,1,1,1,1,1,0,NA,NA,1,1,1,1276,243.92
11,0,"White",0,1,0,NA,1,0,0,0,1,1,1,1,1,1,450,20,1,1,0,865,649.32
10,1,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1680,647.24
10,0,"White",1,0,0,0,1,0,0,1,1,0,0,0,1,0,300,15,1,1,0,1733,420.22
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,235,20,1,1,0,347,494.65
10,1,"Black",0,0,1,0,1,1,0,1,1,1,1,1,1,0,240,NA,NA,1,0,820,271.74
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,28,1,1,0,507,495.08
10,0,"Black",1,1,1,0,1,0,0,1,0,0,0,1,1,0,49,22,1,1,1,1095,497.51
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,1382,541.34
10,1,"Black",1,1,0,0,0,0,0,1,0,0,0,0,1,0,275,NA,NA,1,0,1382,284.56
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1680,544.23
10,0,"White",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,450,28,1,1,0,1750,509.99
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,17,1,1,0,865,456.52
10,0,"Hispanic",1,0,0,0,0,0,0,1,0,0,0,1,0,0,60,30,0,1,1,NA,322.51
10,1,NA,1,1,1,NA,0,NA,NA,0,1,1,1,1,1,NA,200,20,1,1,1,1276,418.44
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,180,19,1,1,0,887,526.91
10,0,"Hispanic",1,0,1,0,1,1,0,1,1,1,0,1,1,0,35,1,0,1,0,889,450.64
9,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,275,20,1,1,0,362,343.65
10,0,"White",1,NA,NA,0,1,NA,0,1,1,1,1,1,1,0,300,24,1,1,0,1913,360.32
11,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,160,20,1,0,1,1212,570.2
10,0,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,0,1,1,225,27,1,1,1,1574,538.43
10,0,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,1,270,18,1,1,0,261,436.27
11,1,"White",1,0,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,1000,NA,0,1,0,347,423.09
10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,1,315,18,1,1,0,899,551.2
10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,762,505.86
10,1,"White",1,1,1,1,0,1,1,1,1,0,0,0,1,0,200,25,1,1,0,2710,426.54
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,335,20,1,1,0,712,606.27
10,1,"Hispanic",0,1,0,0,0,1,0,1,0,0,0,0,1,1,230,20,1,1,1,1574,491.23
10,0,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,1,390,30,1,1,1,NA,428.32
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,26,1,1,0,1610,494.89
9,1,"White",1,1,NA,NA,NA,1,1,1,1,1,1,1,0,0,250,18,1,1,0,507,392.79
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,9,1,1,0,247,648.52
9,1,"Hispanic",1,1,0,1,1,1,0,1,1,1,1,1,1,0,NA,45,1,1,0,NA,202.79
10,0,"Hispanic",1,1,1,0,0,0,0,1,0,0,0,0,1,1,360,22,1,1,1,2942,521.19
10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,450,20,1,1,0,NA,587.68
11,0,"Asian",0,1,0,0,1,1,0,1,1,0,1,1,1,1,250,31,1,1,1,2646,595.46
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,0,0,250,27,1,1,1,1392,421.49
11,0,"Native Hawaiian/Other Pacific Islander",1,1,1,1,1,1,0,1,1,0,1,1,1,1,210,25,1,1,0,996,650.83
10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,21,1,1,0,507,456.21
9,1,"Hispanic",0,1,0,0,0,0,0,1,1,1,1,0,0,0,270,30,1,1,1,NA,320.4
10,0,"More than one race",NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,300,25,1,1,0,898,639.71
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,204,15,1,1,1,2203,586.47
10,0,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,898,408.22
11,1,"Hispanic",0,1,1,0,0,1,0,1,1,0,0,0,1,0,348,36,1,1,1,3261,493
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,22,1,1,0,987,568.36
10,1,"White",0,1,1,1,1,1,NA,1,1,1,1,1,1,1,195,25,1,1,1,1640,627.36
10,1,"Native Hawaiian/Other Pacific Islander",1,1,1,1,1,1,1,1,1,0,0,1,1,0,270,27,1,0,1,570,618.62
9,1,"White",1,0,1,0,1,1,0,1,1,NA,1,1,0,0,240,6,1,1,0,247,399.68
10,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,22,1,1,0,1387,475.67
9,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,30,1,1,0,1387,488.3
10,1,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,270,18,1,1,0,196,547.35
10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,235,NA,1,1,0,1692,576.37
11,0,"Asian",1,1,0,0,0,1,NA,1,1,0,0,1,1,1,270,20,1,1,1,1720,575.76
9,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,0,227,457.16
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,28,1,1,0,1087,649.01
10,1,"White",1,0,1,NA,0,1,0,1,1,1,1,1,1,0,225,15,1,1,0,316,530.84
9,1,"White",1,1,1,NA,0,1,0,1,1,0,1,1,1,0,NA,NA,1,1,0,1101,422.29
10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,0,1,1,0,240,32,1,1,0,2402,348.62
10,0,"Black",1,1,1,1,1,1,1,1,1,1,0,1,1,0,60,NA,1,1,1,3261,392.34
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,525,36,1,1,0,432,488.75
11,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,200,30,1,1,1,2162,637.01
10,1,"White",0,1,1,1,1,1,1,1,1,0,1,1,1,0,250,25,1,1,0,1411,575.57
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,30,1,1,0,366,520.87
10,0,"Asian",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,25,1,1,0,149,663.07
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,38,1,1,1,3138,582.83
10,1,"White",0,0,1,0,0,1,1,1,1,1,1,1,1,0,450,22,1,1,0,434,398.4
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,200,NA,NA,1,0,690,478.73
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,636,491.56
10,0,"White",1,0,0,0,0,1,0,1,1,1,1,1,1,0,275,25,1,1,1,2144,520.15
10,1,"White",1,1,1,1,1,NA,NA,NA,1,1,1,1,1,0,225,28,1,1,0,1897,575.65
10,0,"White",1,0,1,0,1,0,0,1,NA,1,1,1,1,0,265,16,0,1,1,502,422.05
10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,450,27,1,1,0,1750,532.76
10,0,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,NA,1,1,0,NA,525.64
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,400,25,1,1,0,930,708.17
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,220,24,1,1,0,690,485.62
10,0,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,300,18,1,1,0,362,460.42
10,1,"White",1,0,0,0,1,1,0,1,1,1,1,1,1,1,225,23,1,1,0,1375,475.92
11,0,"Hispanic",1,1,0,0,0,1,0,1,1,0,0,1,1,0,60,30,1,1,1,3138,403.38
9,1,"More than one race",0,1,1,NA,1,NA,NA,NA,1,1,0,1,1,0,275,23,1,1,1,2162,313.99
10,0,"White",1,0,1,0,1,1,0,NA,1,1,1,1,1,0,240,30,1,1,0,808,412.04
11,1,"White",1,1,1,1,1,1,0,1,1,0,1,1,1,0,300,28,1,1,1,1988,690.85
11,0,"Black",1,1,1,1,0,1,1,1,0,0,0,1,1,1,225,30,1,1,0,2878,670.77
10,1,"Asian",1,1,1,1,0,1,1,1,1,0,0,1,1,1,53,36,1,1,1,2085,529.8
11,1,"White",1,1,1,0,0,1,NA,1,1,1,1,1,1,0,180,10,1,1,0,509,472.32
11,1,"Hispanic",1,1,1,1,1,1,1,1,1,1,0,0,1,0,280,35,1,1,1,2085,540.3
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,240,30,1,0,1,575,610.12
10,0,"White",0,0,1,1,1,1,0,0,1,1,1,1,1,0,200,30,1,1,0,632,417.04
10,1,"Hispanic",1,0,0,0,0,0,0,1,1,0,0,0,0,1,230,30,1,1,1,1574,380.76
10,0,"White",0,0,NA,NA,1,NA,NA,1,1,1,1,1,1,0,300,30,1,1,0,898,479.8
10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,288,20,1,1,1,1378,456.13
11,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,612.69
10,1,"White",1,0,NA,0,1,NA,0,1,1,1,1,1,1,0,360,28,1,1,0,899,425.58
10,0,"White",1,0,1,0,0,0,0,1,1,1,1,1,1,0,450,27,1,1,0,432,410.92
11,0,"White",1,1,1,0,0,0,0,1,1,1,1,1,1,0,250,20,1,1,0,1375,610.88
10,0,"Hispanic",1,0,0,0,1,NA,NA,NA,0,0,NA,0,1,1,45,24,1,1,1,1574,479.8
11,1,"Hispanic",1,0,1,0,1,1,NA,1,1,0,0,1,1,0,225,18,1,1,1,3000,400.57
10,0,"White",0,0,1,1,1,1,0,1,1,1,1,1,1,1,275,40,1,1,1,3592,500.29
10,0,"Hispanic",1,1,0,NA,1,NA,NA,1,1,0,0,1,1,0,450,30,1,1,0,2569,397.66
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,25,1,1,0,820,482.34
9,1,"Black",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,300,25,1,1,0,1750,300.84
9,0,"Hispanic",0,1,1,0,1,1,0,1,NA,0,0,0,1,1,200,20,1,0,1,398,439.28
9,0,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,300,30,1,1,1,NA,466.53
11,0,"Black",1,0,0,0,0,0,0,0,1,1,1,NA,1,0,450,NA,1,1,0,820,168.55
10,0,"Black",1,1,1,1,0,0,0,0,1,1,1,1,1,0,50,25,1,1,1,1276,413.7
10,1,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,300,25,1,1,0,2361,523.94
10,1,"Hispanic",1,0,1,0,0,0,0,1,1,0,0,0,1,0,450,26,1,1,0,1101,409.87
10,0,"White",1,0,1,NA,0,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1273,484.41
11,0,"White",1,1,1,1,1,1,1,1,1,1,NA,1,1,1,210,25,1,1,0,774,647.74
11,0,"Asian",1,1,0,0,0,0,0,0,0,0,0,0,1,1,270,35,1,1,1,3201,477.26
10,1,"White",1,1,1,0,1,1,NA,1,1,1,1,1,1,0,300,30,1,1,0,1913,521.06
10,1,"Black",1,0,1,NA,NA,1,0,1,1,1,1,1,1,0,50,18,1,1,1,1392,324.81
10,0,"Hispanic",1,1,1,1,0,1,1,1,1,0,0,0,1,0,255,40,1,1,1,1734,516.1
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,30,1,1,0,358,561.94
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,20,1,1,0,1680,597.45
11,1,"Hispanic",1,1,1,0,0,1,0,1,1,1,1,0,1,1,300,20,1,1,0,1900,464.22
10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,300,9,1,1,0,690,518.96
9,0,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,28,1,1,1,1574,413.63
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,25,1,1,0,2878,668.07
10,1,"Asian",1,1,1,NA,0,1,1,1,0,0,0,0,1,0,225,20,1,1,0,2098,485.78
10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,450,30,1,1,0,432,388.46
11,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,1,450,28,1,1,0,NA,596.33
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,30,1,1,0,1375,626.72
10,0,"Hispanic",1,1,1,NA,1,1,NA,1,0,0,0,0,0,1,225,20,1,1,0,1733,384.55
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,210,18,1,1,0,774,637.33
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,23,1,1,0,3004,608.68
11,0,"White",0,1,1,1,1,1,0,1,1,1,0,1,1,0,360,20,1,1,0,2361,466.21
11,0,"Black",1,1,1,1,1,1,1,0,1,1,1,1,1,0,450,21,1,1,0,1173,558.29
11,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,50,NA,1,1,0,2041,400.36
10,0,"White",0,1,1,1,1,1,0,0,1,1,1,1,1,0,250,29,1,1,1,1988,497.59
10,0,"White",0,1,1,0,0,0,0,1,1,1,1,1,1,0,275,32,1,1,0,316,626.29
10,0,"White",1,1,1,NA,1,1,NA,0,1,1,1,1,1,0,225,30,1,1,0,2748,485.92
10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,135,16,1,1,0,509,454.93
9,0,"More than one race",0,0,1,0,0,1,0,0,1,1,1,1,1,1,300,22,1,1,0,362,398.53
11,0,"Hispanic",1,1,0,0,1,0,0,1,0,0,0,1,1,0,225,16,1,1,1,1062,433.96
11,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,225,10,0,0,1,366,707.79
10,1,"Asian",1,1,0,0,0,0,0,0,1,0,0,0,0,0,250,30,1,1,0,1347,573.73
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,235,36,1,1,0,149,524.44
10,1,"Black",0,1,1,1,1,1,1,1,1,1,1,1,1,0,60,38,1,1,1,1411,394.95
10,0,"White",1,0,1,0,1,NA,NA,NA,1,1,1,1,1,0,600,20,1,1,0,1317,492.27
11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,80,25,1,1,0,1610,455.56
10,0,"White",1,1,1,0,0,1,NA,1,1,1,1,1,0,1,200,20,1,1,0,887,599.59
11,0,"Hispanic",0,1,1,1,0,0,0,0,1,0,0,0,1,0,200,25,1,0,1,398,418.07
10,0,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,1,280,20,0,1,1,502,598.8
9,1,"White",0,0,1,1,1,0,1,1,1,1,1,1,1,0,55,20,1,1,0,362,358.32
10,1,"White",1,0,1,0,1,0,NA,NA,1,1,1,1,1,0,225,38,1,1,1,1095,590.88
11,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,1,1988,553.93
10,0,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,0,295,30,1,1,1,1046,558.21
10,0,"Hispanic",0,0,0,0,0,0,0,1,1,0,0,0,1,0,140,24,1,1,0,754,367.55
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,23,1,1,1,2162,617.87
10,1,"Black",1,0,0,0,1,NA,0,1,1,1,1,1,1,0,270,22,1,1,0,1489,419.32
11,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,225,15,0,1,1,502,482.66
11,1,"Native Hawaiian/Other Pacific Islander",1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,30,1,0,1,398,488.99
10,1,"Asian",1,1,NA,NA,1,NA,NA,1,1,0,0,1,1,0,0,NA,1,1,0,2748,516.97
11,0,"More than one race",1,1,1,0,0,0,0,0,1,1,1,1,0,1,235,13,1,1,0,1828,580.13
10,0,"White",0,1,1,0,0,1,0,0,1,1,1,1,0,1,250,27,1,1,0,854,575.92
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,25,1,0,1,1212,530.68
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,28,1,1,0,898,636.61
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,260,62,NA,1,0,347,534.61
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,24,1,1,0,1913,574.49
9,1,"White",0,1,0,0,0,0,0,1,1,1,1,1,1,1,55,25,1,1,0,854,584.95
10,0,"Black",1,1,1,1,1,1,1,1,1,0,0,1,1,1,210,30,1,1,0,996,587.04
10,0,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,1,250,NA,1,1,0,1692,444.21
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,0,0,NA,20,1,1,1,1619,456.36
10,0,"White",0,1,1,1,1,1,NA,1,1,1,1,1,1,0,450,23,1,1,0,1317,569.73
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,NA,1,1,0,389,566.94
11,1,"Hispanic",0,0,1,0,1,0,0,1,1,1,1,1,1,0,270,25,1,1,1,1378,538.93
11,1,"Black",0,1,1,0,0,NA,NA,NA,1,1,NA,1,1,0,315,NA,1,1,1,1392,467.43
10,1,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,225,20,1,1,0,276,480.73
10,1,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,270,NA,1,1,0,1273,568.28
10,0,"Hispanic",0,1,1,0,1,1,0,0,1,1,1,1,1,0,300,30,1,1,1,2144,508.32
10,1,"White",1,1,1,1,1,1,1,1,0,1,1,1,1,1,240,25,1,0,1,575,576.05
10,1,"American Indian/Alaska Native",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,15,1,1,0,300,473.76
10,1,"More than one race",1,0,1,0,1,0,0,1,1,1,1,1,1,0,294,24,1,1,0,899,584.15
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,30,1,1,1,3261,698.95
10,1,"White",0,1,1,0,1,1,1,0,1,1,1,1,1,0,270,30,1,1,1,1378,524.91
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,15,1,0,1,915,660.39
10,1,"American Indian/Alaska Native",1,0,1,NA,NA,NA,0,1,1,1,1,1,0,0,250,17,1,1,0,300,323.61
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,210,20,1,1,0,1680,618.7
11,0,"Asian",0,1,0,0,0,1,0,0,0,0,0,0,1,0,275,25,1,1,1,1763,441.59
10,0,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,200,21,1,1,0,846,602.14
10,0,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,0,NA,25,1,1,1,2162,594.11
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,25,1,1,0,2748,544.94
10,1,"White",1,0,0,0,0,0,0,1,1,1,1,1,1,0,225,30,1,1,1,2144,558.17
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,200,18,1,0,1,398,415.48
10,1,"Black",1,1,1,0,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,1,1,1,1095,403.77
10,1,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,250,20,1,1,0,2878,632.49
10,1,"Black",1,1,1,1,1,1,1,1,0,0,0,1,1,0,450,32,1,1,1,1411,435.04
9,1,"Hispanic",1,1,1,0,0,1,0,0,1,0,0,0,1,0,NA,NA,1,1,0,1101,510.64
10,1,"Black",0,0,0,0,1,1,0,1,1,1,1,1,1,0,315,30,1,1,0,899,393.35
10,0,"Hispanic",1,1,0,0,1,1,0,1,1,0,0,1,1,0,270,28,1,1,0,1347,432.61
11,1,"Asian",1,1,1,NA,1,1,1,1,1,0,0,0,1,1,300,20,1,1,0,2000,577.09
10,0,"White",1,1,1,0,1,0,0,1,1,1,1,1,1,0,260,68,1,1,0,347,498.63
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,25,1,1,0,366,500.29
11,0,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,NA,1,1,1,673,405.92
10,0,"Black",NA,1,1,0,1,1,0,NA,1,1,1,1,1,1,235,11,1,0,1,915,582.28
10,1,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,0,0,200,21,1,0,1,398,402.09
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,210,21,1,1,0,774,522.06
10,0,"White",1,1,1,0,1,1,1,0,1,1,1,1,1,1,450,NA,1,1,0,NA,542.32
10,1,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,1,270,18,1,1,0,196,650.37
10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,450,20,1,1,0,632,630.65
11,1,"Hispanic",1,1,1,1,1,1,1,1,1,1,1,1,1,1,120,15,1,1,1,1900,657.1
10,1,"Hispanic",1,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,1200,18,1,1,0,926,369.46
10,0,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,1,500,20,1,1,0,1750,596.81
11,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,1,1,0,987,501.88
10,0,"Hispanic",1,1,0,0,1,1,0,1,1,1,1,1,1,1,290,30,1,1,1,3261,520.95
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,24,1,1,0,1750,528.83
10,0,"Hispanic",1,1,1,NA,1,1,1,0,1,0,0,0,1,1,250,30,1,1,1,1763,502.68
10,1,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,25,1,1,0,1750,542.46
10,0,"White",1,1,1,0,1,1,1,0,1,1,1,1,1,1,225,15,1,0,1,356,520.15
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,NA,8,1,1,0,149,517.13
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,360,28,1,1,0,432,536.28
11,0,"Hispanic",0,0,0,0,1,0,0,0,1,0,0,1,1,0,NA,20,1,1,1,1196,500.69
10,1,"Asian",0,1,1,1,1,1,1,0,1,0,0,0,1,0,600,30,1,1,1,1988,655.98
10,1,"Hispanic",0,0,0,0,1,1,0,1,1,1,1,0,0,0,275,25,1,1,1,1110,505.02
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,20,1,1,0,929,592.37
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,235,67,1,1,0,347,474
10,1,"Black",1,1,0,0,1,1,0,1,1,1,1,1,0,1,250,NA,1,1,0,1692,480.17
10,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,250,30,1,1,0,1692,560.26
9,1,"White",NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,350,29,1,1,1,989,394.07
11,0,"White",1,1,1,NA,0,1,0,1,1,1,1,1,1,0,240,20,1,1,0,1897,516.98
